model_name|prompt|response|muid|mu_val|D|D_num|D_denom|A_num|LogA|time
Qwen/Qwen3-1.7B|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely. He then went to the kitchen, where he found a small, unmarked box on the|0|The|-16.823455810546875|-160.80690002441406|-143.9834442138672|-16.452312469482422|0.3711433410644531|144.00903463363647
Qwen/Qwen3-1.7B|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely. He then went to the kitchen, where he found a small, unmarked box on the|1| police|-17.437149047851562|-148.55010986328125|-131.1129608154297|-16.452312469482422|0.9848365783691406|141.71691608428955
Qwen/Qwen3-1.7B|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely. He then went to the kitchen, where he found a small, unmarked box on the|2| officer|-15.843238830566406|-137.59886169433594|-121.75562286376953|-16.452312469482422|-0.6090736389160156|141.5940387248993
Qwen/Qwen3-1.7B|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely. He then went to the kitchen, where he found a small, unmarked box on the|3| walked|-16.416427612304688|-135.58399963378906|-119.16757202148438|-16.452312469482422|-0.035884857177734375|140.98475217819214
Qwen/Qwen3-1.7B|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely. He then went to the kitchen, where he found a small, unmarked box on the|4| into|-16.457054138183594|-129.60299682617188|-113.14594268798828|-16.452312469482422|0.004741668701171875|141.37920093536377
Qwen/Qwen3-1.7B|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely. He then went to the kitchen, where he found a small, unmarked box on the|5| the|-16.482582092285156|-131.74627685546875|-115.2636947631836|-16.452312469482422|0.030269622802734375|141.24639058113098
Qwen/Qwen3-1.7B|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely. He then went to the kitchen, where he found a small, unmarked box on the|6| room|-16.90337371826172|-129.05577087402344|-112.15239715576172|-16.452312469482422|0.4510612487792969|142.02441096305847
Qwen/Qwen3-1.7B|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely. He then went to the kitchen, where he found a small, unmarked box on the|7|,|-16.464324951171875|-131.34854125976562|-114.88421630859375|-16.452312469482422|0.012012481689453125|141.09897923469543
Qwen/Qwen3-1.7B|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely. He then went to the kitchen, where he found a small, unmarked box on the|8| carefully|-16.76721954345703|-129.595703125|-112.82848358154297|-16.452312469482422|0.3149070739746094|141.12332224845886
Qwen/Qwen3-1.7B|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely. He then went to the kitchen, where he found a small, unmarked box on the|9| examining|-17.078590393066406|-119.214111328125|-102.1355209350586|-16.452312469482422|0.6262779235839844|141.89790225028992
Qwen/Qwen3-1.7B|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely. He then went to the kitchen, where he found a small, unmarked box on the|10| every|-18.117340087890625|-114.06134796142578|-95.94400787353516|-16.452312469482422|1.6650276184082031|141.53779673576355
Qwen/Qwen3-1.7B|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely. He then went to the kitchen, where he found a small, unmarked box on the|11| clue|-16.30694580078125|-108.58675384521484|-92.2798080444336|-16.452312469482422|-0.14536666870117188|141.61857223510742
Qwen/Qwen3-1.7B|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely. He then went to the kitchen, where he found a small, unmarked box on the|12|.|-16.458084106445312|-107.07923889160156|-90.62115478515625|-16.452312469482422|0.005771636962890625|142.2850968837738
Qwen/Qwen3-1.7B|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely. He then went to the kitchen, where he found a small, unmarked box on the|13| The|-16.46483612060547|-105.93556213378906|-89.4707260131836|-16.452312469482422|0.012523651123046875|141.0611891746521
Qwen/Qwen3-1.7B|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely. He then went to the kitchen, where he found a small, unmarked box on the|14| information|-18.108596801757812|-101.14976501464844|-83.04116821289062|-16.452312469482422|1.6562843322753906|141.56394362449646
Qwen/Qwen3-1.7B|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely. He then went to the kitchen, where he found a small, unmarked box on the|15| was|-16.500267028808594|-95.37776184082031|-78.87749481201172|-16.452312469482422|0.047954559326171875|141.22396063804626
Qwen/Qwen3-1.7B|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely. He then went to the kitchen, where he found a small, unmarked box on the|16| sparse|-17.21477508544922|-91.66192626953125|-74.44715118408203|-16.452312469482422|0.7624626159667969|141.54972672462463
Qwen/Qwen3-1.7B|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely. He then went to the kitchen, where he found a small, unmarked box on the|17|,|-16.457603454589844|-91.21446228027344|-74.7568588256836|-16.452312469482422|0.005290985107421875|141.7380247116089
Qwen/Qwen3-1.7B|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely. He then went to the kitchen, where he found a small, unmarked box on the|18| but|-16.4906005859375|-90.98797607421875|-74.49737548828125|-16.452312469482422|0.038288116455078125|141.6043643951416
Qwen/Qwen3-1.7B|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely. He then went to the kitchen, where he found a small, unmarked box on the|19| he|-16.45824432373047|-90.87895965576172|-74.42071533203125|-16.452312469482422|0.005931854248046875|142.78363275527954
Qwen/Qwen3-1.7B|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely. He then went to the kitchen, where he found a small, unmarked box on the|20| believed|-16.28748321533203|-86.00080108642578|-69.71331787109375|-16.452312469482422|-0.16482925415039062|141.012362241745
Qwen/Qwen3-1.7B|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely. He then went to the kitchen, where he found a small, unmarked box on the|21| the|-16.746177673339844|-82.57684326171875|-65.8306655883789|-16.452312469482422|0.2938652038574219|141.8432855606079
Qwen/Qwen3-1.7B|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely. He then went to the kitchen, where he found a small, unmarked box on the|22| clues|-16.765644073486328|-79.52867126464844|-62.76302719116211|-16.452312469482422|0.31333160400390625|141.41941714286804
Qwen/Qwen3-1.7B|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely. He then went to the kitchen, where he found a small, unmarked box on the|23| would|-16.484302520751953|-75.71886444091797|-59.234561920166016|-16.452312469482422|0.03199005126953125|141.26544284820557
Qwen/Qwen3-1.7B|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely. He then went to the kitchen, where he found a small, unmarked box on the|24| lead|-16.457504272460938|-71.46672058105469|-55.00921630859375|-16.452312469482422|0.005191802978515625|141.1053569316864
Qwen/Qwen3-1.7B|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely. He then went to the kitchen, where he found a small, unmarked box on the|25| him|-16.476909637451172|-71.10985565185547|-54.6329460144043|-16.452312469482422|0.02459716796875|141.67610025405884
Qwen/Qwen3-1.7B|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely. He then went to the kitchen, where he found a small, unmarked box on the|26| to|-16.458106994628906|-69.90367126464844|-53.44556427001953|-16.452312469482422|0.005794525146484375|141.33247590065002
Qwen/Qwen3-1.7B|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely. He then went to the kitchen, where he found a small, unmarked box on the|27| the|-16.457454681396484|-69.78401184082031|-53.32655715942383|-16.452312469482422|0.0051422119140625|141.18158292770386
