model_name|prompt|response|muid|mu_val|D|D_num|D_denom|A_num|LogA
meta-llama/Llama-3.2-1B-Instruct|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment and peace. She sat down on a rock, took a deep breath, and began to write|0|<|begin_of_text|>|-14.032722473144531|-128.6748046875|-114.64208221435547|-13.715328216552734|0.3173942565917969
meta-llama/Llama-3.2-1B-Instruct|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment and peace. She sat down on a rock, took a deep breath, and began to write|1|Dr|-14.251396179199219|-126.24833679199219|-111.99694061279297|-13.715328216552734|0.5360679626464844
meta-llama/Llama-3.2-1B-Instruct|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment and peace. She sat down on a rock, took a deep breath, and began to write|2|.|-13.7144775390625|-119.7627944946289|-106.0483169555664|-13.715328216552734|-0.000850677490234375
meta-llama/Llama-3.2-1B-Instruct|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment and peace. She sat down on a rock, took a deep breath, and began to write|3| Chang|-13.726936340332031|-119.50115966796875|-105.77422332763672|-13.715328216552734|0.011608123779296875
meta-llama/Llama-3.2-1B-Instruct|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment and peace. She sat down on a rock, took a deep breath, and began to write|4| was|-13.734855651855469|-111.45288848876953|-97.71803283691406|-13.715328216552734|0.019527435302734375
meta-llama/Llama-3.2-1B-Instruct|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment and peace. She sat down on a rock, took a deep breath, and began to write|5| excited|-13.806404113769531|-107.01608276367188|-93.20967864990234|-13.715328216552734|0.09107589721679688
meta-llama/Llama-3.2-1B-Instruct|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment and peace. She sat down on a rock, took a deep breath, and began to write|6| about|-13.730865478515625|-102.15849304199219|-88.42762756347656|-13.715328216552734|0.015537261962890625
meta-llama/Llama-3.2-1B-Instruct|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment and peace. She sat down on a rock, took a deep breath, and began to write|7| her|-13.883369445800781|-99.27323913574219|-85.3898696899414|-13.715328216552734|0.16804122924804688
meta-llama/Llama-3.2-1B-Instruct|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment and peace. She sat down on a rock, took a deep breath, and began to write|8| hike|-13.700828552246094|-90.09369659423828|-76.39286804199219|-13.715328216552734|-0.014499664306640625
meta-llama/Llama-3.2-1B-Instruct|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment and peace. She sat down on a rock, took a deep breath, and began to write|9| to|-14.222320556640625|-83.85953521728516|-69.63721466064453|-13.715328216552734|0.5069923400878906
