model_name|prompt|response|muid|mu_val|D|D_num|D_denom|A_num|LogA
openai-community/gpt2|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| What was the mission's mission? What was the mission's mission like?" Answer: "The mission|0|Pass|-23.244094848632812|-172.98680114746094|-149.74270629882812|-23.33535385131836|-0.09125900268554688
openai-community/gpt2|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| What was the mission's mission? What was the mission's mission like?" Answer: "The mission|1|age|-23.819900512695312|-166.1206512451172|-142.30075073242188|-23.33535385131836|0.4845466613769531
openai-community/gpt2|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| What was the mission's mission? What was the mission's mission like?" Answer: "The mission|2|:|-23.327499389648438|-165.1282501220703|-141.80075073242188|-23.33535385131836|-0.007854461669921875
openai-community/gpt2|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| What was the mission's mission? What was the mission's mission like?" Answer: "The mission|3| "|-23.295425415039062|-161.59829711914062|-138.30287170410156|-23.33535385131836|-0.039928436279296875
openai-community/gpt2|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| What was the mission's mission? What was the mission's mission like?" Answer: "The mission|4|In|-23.298507690429688|-156.16488647460938|-132.8663787841797|-23.33535385131836|-0.036846160888671875
openai-community/gpt2|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| What was the mission's mission? What was the mission's mission like?" Answer: "The mission|5| 1997|-23.30931854248047|-148.46485900878906|-125.1555404663086|-23.33535385131836|-0.026035308837890625
openai-community/gpt2|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| What was the mission's mission? What was the mission's mission like?" Answer: "The mission|6|,|-23.29431915283203|-144.74302673339844|-121.4487075805664|-23.33535385131836|-0.041034698486328125
openai-community/gpt2|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| What was the mission's mission? What was the mission's mission like?" Answer: "The mission|7| NASA|-23.287620544433594|-144.3325958251953|-121.04497528076172|-23.33535385131836|-0.047733306884765625
openai-community/gpt2|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| What was the mission's mission? What was the mission's mission like?" Answer: "The mission|8|'s|-23.293113708496094|-137.24464416503906|-113.95153045654297|-23.33535385131836|-0.042240142822265625
openai-community/gpt2|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| What was the mission's mission? What was the mission's mission like?" Answer: "The mission|9| Cass|-23.293045043945312|-135.02883911132812|-111.73579406738281|-23.33535385131836|-0.042308807373046875
openai-community/gpt2|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| What was the mission's mission? What was the mission's mission like?" Answer: "The mission|10|ini|-23.292953491210938|-131.37359619140625|-108.08064270019531|-23.33535385131836|-0.042400360107421875
openai-community/gpt2|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| What was the mission's mission? What was the mission's mission like?" Answer: "The mission|11| space|-23.292510986328125|-131.33824157714844|-108.04573059082031|-23.33535385131836|-0.042842864990234375
openai-community/gpt2|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| What was the mission's mission? What was the mission's mission like?" Answer: "The mission|12| probe|-23.560897827148438|-126.4222412109375|-102.86134338378906|-23.33535385131836|0.22554397583007812
openai-community/gpt2|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| What was the mission's mission? What was the mission's mission like?" Answer: "The mission|13| was|-23.294960021972656|-126.23472595214844|-102.93976593017578|-23.33535385131836|-0.040393829345703125
openai-community/gpt2|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| What was the mission's mission? What was the mission's mission like?" Answer: "The mission|14| launched|-23.19586181640625|-122.60945892333984|-99.4135971069336|-23.33535385131836|-0.13949203491210938
openai-community/gpt2|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| What was the mission's mission? What was the mission's mission like?" Answer: "The mission|15| to|-23.29296875|-121.56280517578125|-98.26983642578125|-23.33535385131836|-0.042385101318359375
openai-community/gpt2|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| What was the mission's mission? What was the mission's mission like?" Answer: "The mission|16| explore|-23.394142150878906|-118.33272552490234|-94.93858337402344|-23.33535385131836|0.058788299560546875
openai-community/gpt2|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| What was the mission's mission? What was the mission's mission like?" Answer: "The mission|17| Saturn|-23.279022216796875|-116.21092987060547|-92.9319076538086|-23.33535385131836|-0.056331634521484375
openai-community/gpt2|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| What was the mission's mission? What was the mission's mission like?" Answer: "The mission|18|.|-23.293357849121094|-115.49390411376953|-92.20054626464844|-23.33535385131836|-0.041996002197265625
openai-community/gpt2|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| What was the mission's mission? What was the mission's mission like?" Answer: "The mission|19| It|-23.306068420410156|-112.20720672607422|-88.90113830566406|-23.33535385131836|-0.029285430908203125
