model_name|prompt|response|muid|mu_val|D|D_num|D_denom|A_num|LogA|time
Qwen/Qwen3-1.7B|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good.  He arrived at the beach and saw that the water was calm.  He started|0|The|-14.686721801757812|-151.30319213867188|-136.61647033691406|-10.661109924316406|4.025611877441406|133.84536337852478
Qwen/Qwen3-1.7B|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good.  He arrived at the beach and saw that the water was calm.  He started|1| sur|-10.688323974609375|-140.42984008789062|-129.74151611328125|-10.661109924316406|0.02721405029296875|137.08906745910645
Qwen/Qwen3-1.7B|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good.  He arrived at the beach and saw that the water was calm.  He started|2|fer|-10.660308837890625|-128.414306640625|-117.75399780273438|-10.661109924316406|-0.00080108642578125|136.72954678535461
Qwen/Qwen3-1.7B|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good.  He arrived at the beach and saw that the water was calm.  He started|3| woke|-11.114013671875|-123.24303436279297|-112.12902069091797|-10.661109924316406|0.45290374755859375|136.74379348754883
Qwen/Qwen3-1.7B|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good.  He arrived at the beach and saw that the water was calm.  He started|4| up|-10.663871765136719|-117.90181732177734|-107.23794555664062|-10.661109924316406|0.0027618408203125|136.94154858589172
Qwen/Qwen3-1.7B|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good.  He arrived at the beach and saw that the water was calm.  He started|5| early|-12.837074279785156|-115.96804809570312|-103.13097381591797|-10.661109924316406|2.17596435546875|136.94563484191895
Qwen/Qwen3-1.7B|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good.  He arrived at the beach and saw that the water was calm.  He started|6| to|-10.660484313964844|-113.83904266357422|-103.17855834960938|-10.661109924316406|-0.0006256103515625|136.7612783908844
Qwen/Qwen3-1.7B|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good.  He arrived at the beach and saw that the water was calm.  He started|7| go|-12.344505310058594|-110.685546875|-98.3410415649414|-10.661109924316406|1.6833953857421875|137.36559915542603
Qwen/Qwen3-1.7B|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good.  He arrived at the beach and saw that the water was calm.  He started|8| surfing|-11.846885681152344|-109.32168579101562|-97.47480010986328|-10.661109924316406|1.1857757568359375|136.84236979484558
Qwen/Qwen3-1.7B|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good.  He arrived at the beach and saw that the water was calm.  He started|9|.|-11.201019287109375|-107.2850570678711|-96.08403778076172|-10.661109924316406|0.5399093627929688|136.70093369483948
Qwen/Qwen3-1.7B|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good.  He arrived at the beach and saw that the water was calm.  He started|10| He|-10.667228698730469|-106.19952392578125|-95.53229522705078|-10.661109924316406|0.0061187744140625|136.8598189353943
Qwen/Qwen3-1.7B|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good.  He arrived at the beach and saw that the water was calm.  He started|11| checked|-11.289215087890625|-105.39724731445312|-94.1080322265625|-10.661109924316406|0.6281051635742188|137.01090931892395
