model_name|prompt|response|muid|mu_val|D|D_num|D_denom|A_num|LogA
EleutherAI/gpt-neo-1.3B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| peace. She was so excited to see the mountains that she forgot to take a picture.NEWLINENEWLINE|0|Dr|-26.394073486328125|-157.62301635742188|-131.22894287109375|-26.439924240112305|-0.04585075378417969
EleutherAI/gpt-neo-1.3B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| peace. She was so excited to see the mountains that she forgot to take a picture.NEWLINENEWLINE|1|.|-26.44499969482422|-153.1202850341797|-126.67528533935547|-26.439924240112305|0.0050754547119140625
EleutherAI/gpt-neo-1.3B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| peace. She was so excited to see the mountains that she forgot to take a picture.NEWLINENEWLINE|2| Chang|-26.44200897216797|-152.56129455566406|-126.1192855834961|-26.439924240112305|0.0020847320556640625
EleutherAI/gpt-neo-1.3B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| peace. She was so excited to see the mountains that she forgot to take a picture.NEWLINENEWLINE|3| was|-26.50287628173828|-144.2730255126953|-117.77014923095703|-26.439924240112305|0.06295204162597656
EleutherAI/gpt-neo-1.3B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| peace. She was so excited to see the mountains that she forgot to take a picture.NEWLINENEWLINE|4| excited|-26.69390106201172|-140.3434600830078|-113.6495590209961|-26.439924240112305|0.25397682189941406
EleutherAI/gpt-neo-1.3B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| peace. She was so excited to see the mountains that she forgot to take a picture.NEWLINENEWLINE|5| about|-26.50072479248047|-132.88145446777344|-106.38072967529297|-26.439924240112305|0.06080055236816406
EleutherAI/gpt-neo-1.3B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| peace. She was so excited to see the mountains that she forgot to take a picture.NEWLINENEWLINE|6| her|-26.59117889404297|-130.8572998046875|-104.26612091064453|-26.439924240112305|0.15125465393066406
EleutherAI/gpt-neo-1.3B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| peace. She was so excited to see the mountains that she forgot to take a picture.NEWLINENEWLINE|7| hike|-27.01983642578125|-123.42524719238281|-96.40541076660156|-26.439924240112305|0.5799121856689453
EleutherAI/gpt-neo-1.3B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| peace. She was so excited to see the mountains that she forgot to take a picture.NEWLINENEWLINE|8| to|-27.6676025390625|-116.82905578613281|-89.16145324707031|-26.439924240112305|1.2276782989501953
EleutherAI/gpt-neo-1.3B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| peace. She was so excited to see the mountains that she forgot to take a picture.NEWLINENEWLINE|9| the|-26.44549560546875|-115.8531265258789|-89.40763092041016|-26.439924240112305|0.0055713653564453125
EleutherAI/gpt-neo-1.3B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| peace. She was so excited to see the mountains that she forgot to take a picture.NEWLINENEWLINE|10| mountains|-27.95862579345703|-114.69215393066406|-86.73352813720703|-26.439924240112305|1.5187015533447266
EleutherAI/gpt-neo-1.3B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| peace. She was so excited to see the mountains that she forgot to take a picture.NEWLINENEWLINE|11|.|-26.44451904296875|-109.35890197753906|-82.91438293457031|-26.439924240112305|0.0045948028564453125
EleutherAI/gpt-neo-1.3B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| peace. She was so excited to see the mountains that she forgot to take a picture.NEWLINENEWLINE|12| She|-26.438217163085938|-107.58747863769531|-81.14926147460938|-26.439924240112305|-0.0017070770263671875
EleutherAI/gpt-neo-1.3B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| peace. She was so excited to see the mountains that she forgot to take a picture.NEWLINENEWLINE|13| packed|-26.42327117919922|-105.60142517089844|-79.17815399169922|-26.439924240112305|-0.016653060913085938
EleutherAI/gpt-neo-1.3B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| peace. She was so excited to see the mountains that she forgot to take a picture.NEWLINENEWLINE|14| her|-26.464866638183594|-97.41649627685547|-70.95162963867188|-26.439924240112305|0.024942398071289062
EleutherAI/gpt-neo-1.3B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| peace. She was so excited to see the mountains that she forgot to take a picture.NEWLINENEWLINE|15| tent|-25.944847106933594|-92.80764770507812|-66.86280059814453|-26.439924240112305|-0.49507713317871094
EleutherAI/gpt-neo-1.3B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| peace. She was so excited to see the mountains that she forgot to take a picture.NEWLINENEWLINE|16|,|-26.49897003173828|-92.61875915527344|-66.11978912353516|-26.439924240112305|0.05904579162597656
EleutherAI/gpt-neo-1.3B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| peace. She was so excited to see the mountains that she forgot to take a picture.NEWLINENEWLINE|17| hiking|-26.47478485107422|-91.23481750488281|-64.7600326538086|-26.439924240112305|0.03486061096191406
