model_name|prompt|response|muid|mu_val|D|D_num|D_denom|A_num|LogA|time
Qwen/Qwen3-1.7B|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| What is the answer?" The answer is: 1997. The answer is: |0|Pass|-7.468841552734375|-150.5347442626953|-143.06590270996094|-5.172013282775879|2.296828269958496|142.85058569908142
Qwen/Qwen3-1.7B|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| What is the answer?" The answer is: 1997. The answer is: |1|age|-7.44500732421875|-135.44723510742188|-128.00222778320312|-5.172013282775879|2.272994041442871|141.5120542049408
Qwen/Qwen3-1.7B|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| What is the answer?" The answer is: 1997. The answer is: |2|:|-5.1989288330078125|-124.32390594482422|-119.1249771118164|-5.172013282775879|0.026915550231933594|140.77482914924622
Qwen/Qwen3-1.7B|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| What is the answer?" The answer is: 1997. The answer is: |3| "|-5.17181396484375|-122.6522216796875|-117.48040771484375|-5.172013282775879|-0.00019931793212890625|140.58114886283875
Qwen/Qwen3-1.7B|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| What is the answer?" The answer is: 1997. The answer is: |4|In|-5.166084289550781|-119.7134780883789|-114.54739379882812|-5.172013282775879|-0.005928993225097656|141.53165340423584
Qwen/Qwen3-1.7B|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| What is the answer?" The answer is: 1997. The answer is: |5| |-5.165641784667969|-116.62394714355469|-111.45830535888672|-5.172013282775879|-0.006371498107910156|140.80551552772522
Qwen/Qwen3-1.7B|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| What is the answer?" The answer is: 1997. The answer is: |6|1|-5.165687561035156|-114.41200256347656|-109.2463150024414|-5.172013282775879|-0.006325721740722656|141.42439985275269
Qwen/Qwen3-1.7B|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| What is the answer?" The answer is: 1997. The answer is: |7|9|-5.1657867431640625|-114.03533935546875|-108.86955261230469|-5.172013282775879|-0.006226539611816406|141.18974471092224
Qwen/Qwen3-1.7B|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| What is the answer?" The answer is: 1997. The answer is: |8|9|-6.379570007324219|-113.74541473388672|-107.3658447265625|-5.172013282775879|1.2075567245483398|141.22727370262146
Qwen/Qwen3-1.7B|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| What is the answer?" The answer is: 1997. The answer is: |9|7|-7.261444091796875|-112.0649185180664|-104.80347442626953|-5.172013282775879|2.089430809020996|141.26110744476318
Qwen/Qwen3-1.7B|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| What is the answer?" The answer is: 1997. The answer is: |10|,|-5.164649963378906|-109.8771743774414|-104.7125244140625|-5.172013282775879|-0.007363319396972656|141.33417463302612
Qwen/Qwen3-1.7B|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| What is the answer?" The answer is: 1997. The answer is: |11| NASA|-5.1701812744140625|-109.83882141113281|-104.66864013671875|-5.172013282775879|-0.0018320083618164062|141.11261010169983
Qwen/Qwen3-1.7B|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| What is the answer?" The answer is: 1997. The answer is: |12|'s|-5.167610168457031|-102.90291595458984|-97.73530578613281|-5.172013282775879|-0.004403114318847656|141.2573640346527
Qwen/Qwen3-1.7B|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| What is the answer?" The answer is: 1997. The answer is: |13| Cass|-5.1657562255859375|-102.09696197509766|-96.93120574951172|-5.172013282775879|-0.006257057189941406|141.44041872024536
Qwen/Qwen3-1.7B|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| What is the answer?" The answer is: 1997. The answer is: |14|ini|-5.165672302246094|-99.22374725341797|-94.05807495117188|-5.172013282775879|-0.006340980529785156|141.6959400177002
Qwen/Qwen3-1.7B|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| What is the answer?" The answer is: 1997. The answer is: |15| space|-5.165046691894531|-99.2137222290039|-94.04867553710938|-5.172013282775879|-0.006966590881347656|141.03051114082336
