model_name|prompt|response|muid|mu_val|D|D_num|D_denom|A_num|LogA
allenai/OLMo-2-0425-1B-Instruct|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| 1997." is the answer. Yes / no, based on this passage. The passage is|0|Pass|-12.032943725585938|-145.03294372558594|-133.0|-12.071537017822266|-0.038593292236328125
allenai/OLMo-2-0425-1B-Instruct|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| 1997." is the answer. Yes / no, based on this passage. The passage is|1|age|-12.052520751953125|-134.05252075195312|-122.0|-12.071537017822266|-0.019016265869140625
allenai/OLMo-2-0425-1B-Instruct|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| 1997." is the answer. Yes / no, based on this passage. The passage is|2|:|-12.191131591796875|-132.19113159179688|-120.0|-12.071537017822266|0.11959457397460938
allenai/OLMo-2-0425-1B-Instruct|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| 1997." is the answer. Yes / no, based on this passage. The passage is|3| "|-12.0892333984375|-132.0892333984375|-120.0|-12.071537017822266|0.017696380615234375
allenai/OLMo-2-0425-1B-Instruct|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| 1997." is the answer. Yes / no, based on this passage. The passage is|4|In|-11.886474609375|-128.386474609375|-116.5|-12.071537017822266|-0.18506240844726562
allenai/OLMo-2-0425-1B-Instruct|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| 1997." is the answer. Yes / no, based on this passage. The passage is|5| |-11.942535400390625|-124.94253540039062|-113.0|-12.071537017822266|-0.12900161743164062
allenai/OLMo-2-0425-1B-Instruct|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| 1997." is the answer. Yes / no, based on this passage. The passage is|6|199|-12.508346557617188|-123.00834655761719|-110.5|-12.071537017822266|0.4368095397949219
allenai/OLMo-2-0425-1B-Instruct|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| 1997." is the answer. Yes / no, based on this passage. The passage is|7|7|-13.727508544921875|-119.72750854492188|-106.0|-12.071537017822266|1.6559715270996094
allenai/OLMo-2-0425-1B-Instruct|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| 1997." is the answer. Yes / no, based on this passage. The passage is|8|,|-12.080955505371094|-117.5809555053711|-105.5|-12.071537017822266|0.009418487548828125
allenai/OLMo-2-0425-1B-Instruct|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| 1997." is the answer. Yes / no, based on this passage. The passage is|9| NASA|-11.984817504882812|-117.48481750488281|-105.5|-12.071537017822266|-0.08671951293945312
allenai/OLMo-2-0425-1B-Instruct|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| 1997." is the answer. Yes / no, based on this passage. The passage is|10|'s|-11.950767517089844|-112.95076751708984|-101.0|-12.071537017822266|-0.12076950073242188
allenai/OLMo-2-0425-1B-Instruct|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| 1997." is the answer. Yes / no, based on this passage. The passage is|11| Cass|-11.988273620605469|-111.48827362060547|-99.5|-12.071537017822266|-0.08326339721679688
allenai/OLMo-2-0425-1B-Instruct|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| 1997." is the answer. Yes / no, based on this passage. The passage is|12|ini|-12.102455139160156|-107.10245513916016|-95.0|-12.071537017822266|0.030918121337890625
allenai/OLMo-2-0425-1B-Instruct|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| 1997." is the answer. Yes / no, based on this passage. The passage is|13| space|-12.035331726074219|-107.03533172607422|-95.0|-12.071537017822266|-0.036205291748046875
allenai/OLMo-2-0425-1B-Instruct|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| 1997." is the answer. Yes / no, based on this passage. The passage is|14| probe|-12.109107971191406|-102.1091079711914|-90.0|-12.071537017822266|0.037570953369140625
allenai/OLMo-2-0425-1B-Instruct|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| 1997." is the answer. Yes / no, based on this passage. The passage is|15| was|-12.240371704101562|-101.74037170410156|-89.5|-12.071537017822266|0.16883468627929688
allenai/OLMo-2-0425-1B-Instruct|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| 1997." is the answer. Yes / no, based on this passage. The passage is|16| launched|-12.223617553710938|-100.22361755371094|-88.0|-12.071537017822266|0.15208053588867188
allenai/OLMo-2-0425-1B-Instruct|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| 1997." is the answer. Yes / no, based on this passage. The passage is|17| to|-12.095932006835938|-100.09593200683594|-88.0|-12.071537017822266|0.024394989013671875
allenai/OLMo-2-0425-1B-Instruct|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| 1997." is the answer. Yes / no, based on this passage. The passage is|18| explore|-12.044075012207031|-98.04407501220703|-86.0|-12.071537017822266|-0.027462005615234375
allenai/OLMo-2-0425-1B-Instruct|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| 1997." is the answer. Yes / no, based on this passage. The passage is|19| Saturn|-11.833709716796875|-98.33370971679688|-86.5|-12.071537017822266|-0.23782730102539062
allenai/OLMo-2-0425-1B-Instruct|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| 1997." is the answer. Yes / no, based on this passage. The passage is|20|.|-12.128639221191406|-98.1286392211914|-86.0|-12.071537017822266|0.057102203369140625
allenai/OLMo-2-0425-1B-Instruct|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| 1997." is the answer. Yes / no, based on this passage. The passage is|21| It|-11.826713562011719|-96.32671356201172|-84.5|-12.071537017822266|-0.24482345581054688
