model_name|prompt|response|muid|mu_val|D|D_num|D_denom|A_num|LogA
allenai/OLMo-2-0425-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely later.NEWLINENEWLINEThe police officer then moved on to the window, where he found a small piece of|0|The|-18.073135375976562|-153.07313537597656|-135.0|-17.512760162353516|0.5603752136230469
allenai/OLMo-2-0425-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely later.NEWLINENEWLINEThe police officer then moved on to the window, where he found a small piece of|1| police|-17.803741455078125|-145.80374145507812|-128.0|-17.512760162353516|0.2909812927246094
allenai/OLMo-2-0425-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely later.NEWLINENEWLINEThe police officer then moved on to the window, where he found a small piece of|2| officer|-18.8365478515625|-137.3365478515625|-118.5|-17.512760162353516|1.3237876892089844
allenai/OLMo-2-0425-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely later.NEWLINENEWLINEThe police officer then moved on to the window, where he found a small piece of|3| walked|-18.118453979492188|-135.1184539794922|-117.0|-17.512760162353516|0.6056938171386719
allenai/OLMo-2-0425-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely later.NEWLINENEWLINEThe police officer then moved on to the window, where he found a small piece of|4| into|-16.011398315429688|-125.01139831542969|-109.0|-17.512760162353516|-1.5013618469238281
allenai/OLMo-2-0425-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely later.NEWLINENEWLINEThe police officer then moved on to the window, where he found a small piece of|5| the|-17.300216674804688|-128.8002166748047|-111.5|-17.512760162353516|-0.21254348754882812
allenai/OLMo-2-0425-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely later.NEWLINENEWLINEThe police officer then moved on to the window, where he found a small piece of|6| room|-19.04100799560547|-126.04100799560547|-107.0|-17.512760162353516|1.5282478332519531
allenai/OLMo-2-0425-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely later.NEWLINENEWLINEThe police officer then moved on to the window, where he found a small piece of|7|,|-17.722427368164062|-125.72242736816406|-108.0|-17.512760162353516|0.20966720581054688
allenai/OLMo-2-0425-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely later.NEWLINENEWLINEThe police officer then moved on to the window, where he found a small piece of|8| carefully|-17.762374877929688|-124.26237487792969|-106.5|-17.512760162353516|0.24961471557617188
allenai/OLMo-2-0425-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely later.NEWLINENEWLINEThe police officer then moved on to the window, where he found a small piece of|9| examining|-17.851585388183594|-115.8515853881836|-98.0|-17.512760162353516|0.3388252258300781
allenai/OLMo-2-0425-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely later.NEWLINENEWLINEThe police officer then moved on to the window, where he found a small piece of|10| every|-16.058670043945312|-110.55867004394531|-94.5|-17.512760162353516|-1.4540901184082031
allenai/OLMo-2-0425-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely later.NEWLINENEWLINEThe police officer then moved on to the window, where he found a small piece of|11| clue|-19.308944702148438|-108.80894470214844|-89.5|-17.512760162353516|1.7961845397949219
allenai/OLMo-2-0425-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely later.NEWLINENEWLINEThe police officer then moved on to the window, where he found a small piece of|12|.|-17.41168975830078|-102.41168975830078|-85.0|-17.512760162353516|-0.10107040405273438
allenai/OLMo-2-0425-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely later.NEWLINENEWLINEThe police officer then moved on to the window, where he found a small piece of|13| The|-17.23944091796875|-99.73944091796875|-82.5|-17.512760162353516|-0.2733192443847656
allenai/OLMo-2-0425-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely later.NEWLINENEWLINEThe police officer then moved on to the window, where he found a small piece of|14| information|-16.60767364501953|-91.10767364501953|-74.5|-17.512760162353516|-0.9050865173339844
allenai/OLMo-2-0425-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely later.NEWLINENEWLINEThe police officer then moved on to the window, where he found a small piece of|15| was|-17.283485412597656|-91.28348541259766|-74.0|-17.512760162353516|-0.22927474975585938
allenai/OLMo-2-0425-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely later.NEWLINENEWLINEThe police officer then moved on to the window, where he found a small piece of|16| sparse|-18.24724578857422|-86.74724578857422|-68.5|-17.512760162353516|0.7344856262207031
allenai/OLMo-2-0425-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely later.NEWLINENEWLINEThe police officer then moved on to the window, where he found a small piece of|17|,|-17.467987060546875|-85.46798706054688|-68.0|-17.512760162353516|-0.044773101806640625
allenai/OLMo-2-0425-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely later.NEWLINENEWLINEThe police officer then moved on to the window, where he found a small piece of|18| but|-17.464088439941406|-84.9640884399414|-67.5|-17.512760162353516|-0.048671722412109375
allenai/OLMo-2-0425-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely later.NEWLINENEWLINEThe police officer then moved on to the window, where he found a small piece of|19| he|-17.54570770263672|-84.54570770263672|-67.0|-17.512760162353516|0.032947540283203125
allenai/OLMo-2-0425-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely later.NEWLINENEWLINEThe police officer then moved on to the window, where he found a small piece of|20| believed|-17.831802368164062|-77.83180236816406|-60.0|-17.512760162353516|0.3190422058105469
