model_name|prompt|response|muid|mu_val|D|D_num|D_denom|A_num|LogA
openai-community/gpt2|Sentence: "The water bottle didn't fit into the bag because it was too big." Question: "What is 'it' referring to?| Is it a water bottle?"NEWLINENEWLINEAnswer: "It's a water bottle. It's a|0|Sent|-21.029708862304688|-122.25579833984375|-101.22608947753906|-20.27127456665039|0.7584342956542969
openai-community/gpt2|Sentence: "The water bottle didn't fit into the bag because it was too big." Question: "What is 'it' referring to?| Is it a water bottle?"NEWLINENEWLINEAnswer: "It's a water bottle. It's a|1|ence|-20.912681579589844|-114.14859771728516|-93.23591613769531|-20.27127456665039|0.6414070129394531
openai-community/gpt2|Sentence: "The water bottle didn't fit into the bag because it was too big." Question: "What is 'it' referring to?| Is it a water bottle?"NEWLINENEWLINEAnswer: "It's a water bottle. It's a|2|:|-20.366416931152344|-115.73512268066406|-95.36870574951172|-20.27127456665039|0.09514236450195312
openai-community/gpt2|Sentence: "The water bottle didn't fit into the bag because it was too big." Question: "What is 'it' referring to?| Is it a water bottle?"NEWLINENEWLINEAnswer: "It's a water bottle. It's a|3| "|-20.27654266357422|-115.76589965820312|-95.4893569946289|-20.27127456665039|0.005268096923828125
openai-community/gpt2|Sentence: "The water bottle didn't fit into the bag because it was too big." Question: "What is 'it' referring to?| Is it a water bottle?"NEWLINENEWLINEAnswer: "It's a water bottle. It's a|4|The|-20.169204711914062|-106.71855163574219|-86.54934692382812|-20.27127456665039|-0.10206985473632812
openai-community/gpt2|Sentence: "The water bottle didn't fit into the bag because it was too big." Question: "What is 'it' referring to?| Is it a water bottle?"NEWLINENEWLINEAnswer: "It's a water bottle. It's a|5| water|-21.834625244140625|-103.62168884277344|-81.78706359863281|-20.27127456665039|1.5633506774902344
openai-community/gpt2|Sentence: "The water bottle didn't fit into the bag because it was too big." Question: "What is 'it' referring to?| Is it a water bottle?"NEWLINENEWLINEAnswer: "It's a water bottle. It's a|6| bottle|-21.971717834472656|-94.44113159179688|-72.46941375732422|-20.27127456665039|1.7004432678222656
openai-community/gpt2|Sentence: "The water bottle didn't fit into the bag because it was too big." Question: "What is 'it' referring to?| Is it a water bottle?"NEWLINENEWLINEAnswer: "It's a water bottle. It's a|7| didn|-20.33763885498047|-88.48573303222656|-68.1480941772461|-20.27127456665039|0.06636428833007812
openai-community/gpt2|Sentence: "The water bottle didn't fit into the bag because it was too big." Question: "What is 'it' referring to?| Is it a water bottle?"NEWLINENEWLINEAnswer: "It's a water bottle. It's a|8|'t|-20.270275115966797|-82.20303344726562|-61.93275833129883|-20.27127456665039|-0.00099945068359375
openai-community/gpt2|Sentence: "The water bottle didn't fit into the bag because it was too big." Question: "What is 'it' referring to?| Is it a water bottle?"NEWLINENEWLINEAnswer: "It's a water bottle. It's a|9| fit|-20.293739318847656|-81.93907165527344|-61.64533233642578|-20.27127456665039|0.022464752197265625
openai-community/gpt2|Sentence: "The water bottle didn't fit into the bag because it was too big." Question: "What is 'it' referring to?| Is it a water bottle?"NEWLINENEWLINEAnswer: "It's a water bottle. It's a|10| into|-20.25436782836914|-78.26329803466797|-58.00893020629883|-20.27127456665039|-0.01690673828125
openai-community/gpt2|Sentence: "The water bottle didn't fit into the bag because it was too big." Question: "What is 'it' referring to?| Is it a water bottle?"NEWLINENEWLINEAnswer: "It's a water bottle. It's a|11| the|-20.364803314208984|-75.04045867919922|-54.675655364990234|-20.27127456665039|0.09352874755859375
openai-community/gpt2|Sentence: "The water bottle didn't fit into the bag because it was too big." Question: "What is 'it' referring to?| Is it a water bottle?"NEWLINENEWLINEAnswer: "It's a water bottle. It's a|12| bag|-20.658058166503906|-71.83039855957031|-51.172340393066406|-20.27127456665039|0.3867835998535156
openai-community/gpt2|Sentence: "The water bottle didn't fit into the bag because it was too big." Question: "What is 'it' referring to?| Is it a water bottle?"NEWLINENEWLINEAnswer: "It's a water bottle. It's a|13| because|-20.329177856445312|-70.34229278564453|-50.01311492919922|-20.27127456665039|0.057903289794921875
openai-community/gpt2|Sentence: "The water bottle didn't fit into the bag because it was too big." Question: "What is 'it' referring to?| Is it a water bottle?"NEWLINENEWLINEAnswer: "It's a water bottle. It's a|14| it|-20.295162200927734|-66.82151794433594|-46.5263557434082|-20.27127456665039|0.02388763427734375
