model_name|prompt|response|muid|mu_val|D|D_num|D_denom|A_num|LogA
allenai/OLMo-2-0425-1B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. She had climbed a mountain!NEWLINENEWLINENow, let's think about this problem:NEWLINENEWLINE* We know|0|Dr|-25.95562744140625|-131.4108123779297|-105.45518493652344|-26.3933048248291|-0.43767738342285156
allenai/OLMo-2-0425-1B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. She had climbed a mountain!NEWLINENEWLINENow, let's think about this problem:NEWLINENEWLINE* We know|1|.|-26.392112731933594|-126.8394775390625|-100.4473648071289|-26.3933048248291|-0.0011920928955078125
allenai/OLMo-2-0425-1B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. She had climbed a mountain!NEWLINENEWLINENow, let's think about this problem:NEWLINENEWLINE* We know|2| Chang|-26.39362335205078|-126.22218322753906|-99.82855987548828|-26.3933048248291|0.0003185272216796875
allenai/OLMo-2-0425-1B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. She had climbed a mountain!NEWLINENEWLINENow, let's think about this problem:NEWLINENEWLINE* We know|3| was|-26.396324157714844|-118.2060775756836|-91.80975341796875|-26.3933048248291|0.0030193328857421875
allenai/OLMo-2-0425-1B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. She had climbed a mountain!NEWLINENEWLINENow, let's think about this problem:NEWLINENEWLINE* We know|4| excited|-26.39849090576172|-112.58706665039062|-86.1885757446289|-26.3933048248291|0.0051860809326171875
allenai/OLMo-2-0425-1B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. She had climbed a mountain!NEWLINENEWLINENow, let's think about this problem:NEWLINENEWLINE* We know|5| about|-26.066452026367188|-106.37310028076172|-80.30664825439453|-26.3933048248291|-0.32685279846191406
allenai/OLMo-2-0425-1B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. She had climbed a mountain!NEWLINENEWLINENow, let's think about this problem:NEWLINENEWLINE* We know|6| her|-26.36157989501953|-105.30863189697266|-78.94705200195312|-26.3933048248291|-0.03172492980957031
allenai/OLMo-2-0425-1B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. She had climbed a mountain!NEWLINENEWLINENow, let's think about this problem:NEWLINENEWLINE* We know|7| hike|-24.76490020751953|-98.47827911376953|-73.71337890625|-26.3933048248291|-1.6284046173095703
allenai/OLMo-2-0425-1B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. She had climbed a mountain!NEWLINENEWLINENow, let's think about this problem:NEWLINENEWLINE* We know|8| to|-26.482528686523438|-92.31266021728516|-65.83013153076172|-26.3933048248291|0.08922386169433594
allenai/OLMo-2-0425-1B|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. She had climbed a mountain!NEWLINENEWLINENow, let's think about this problem:NEWLINENEWLINE* We know|9| the|-26.393341064453125|-91.56304168701172|-65.1697006225586|-26.3933048248291|3.62396240234375e-05
