model_name|prompt|response|muid|mu_val|D|D_num|D_denom|A_num|LogA
meta-llama/Llama-3.2-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINEHe walked over to the door and examined the doorknob more closely. It was a|0|<|begin_of_text|>|-15.732208251953125|-158.08282470703125|-142.35061645507812|-14.564496040344238|1.1677122116088867
meta-llama/Llama-3.2-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINEHe walked over to the door and examined the doorknob more closely. It was a|1|The|-15.029800415039062|-155.40065002441406|-140.370849609375|-14.564496040344238|0.4653043746948242
meta-llama/Llama-3.2-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINEHe walked over to the door and examined the doorknob more closely. It was a|2| police|-14.572006225585938|-149.63392639160156|-135.06192016601562|-14.564496040344238|0.007510185241699219
meta-llama/Llama-3.2-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINEHe walked over to the door and examined the doorknob more closely. It was a|3| officer|-14.6016845703125|-140.57229614257812|-125.97061157226562|-14.564496040344238|0.03718852996826172
meta-llama/Llama-3.2-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINEHe walked over to the door and examined the doorknob more closely. It was a|4| walked|-15.095115661621094|-137.55596923828125|-122.46085357666016|-14.564496040344238|0.5306196212768555
meta-llama/Llama-3.2-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINEHe walked over to the door and examined the doorknob more closely. It was a|5| into|-14.529594421386719|-129.98129272460938|-115.45169830322266|-14.564496040344238|-0.03490161895751953
meta-llama/Llama-3.2-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINEHe walked over to the door and examined the doorknob more closely. It was a|6| the|-14.713577270507812|-130.1698455810547|-115.45626831054688|-14.564496040344238|0.14908123016357422
meta-llama/Llama-3.2-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINEHe walked over to the door and examined the doorknob more closely. It was a|7| room|-15.4996337890625|-129.01425170898438|-113.51461791992188|-14.564496040344238|0.9351377487182617
meta-llama/Llama-3.2-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINEHe walked over to the door and examined the doorknob more closely. It was a|8|,|-14.568153381347656|-127.9317626953125|-113.36360931396484|-14.564496040344238|0.0036573410034179688
meta-llama/Llama-3.2-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINEHe walked over to the door and examined the doorknob more closely. It was a|9| carefully|-14.70697021484375|-126.13885498046875|-111.431884765625|-14.564496040344238|0.14247417449951172
meta-llama/Llama-3.2-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINEHe walked over to the door and examined the doorknob more closely. It was a|10| examining|-14.41058349609375|-117.64888763427734|-103.2383041381836|-14.564496040344238|-0.15391254425048828
meta-llama/Llama-3.2-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINEHe walked over to the door and examined the doorknob more closely. It was a|11| every|-14.596611022949219|-114.78509521484375|-100.18848419189453|-14.564496040344238|0.03211498260498047
meta-llama/Llama-3.2-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINEHe walked over to the door and examined the doorknob more closely. It was a|12| clue|-14.307777404785156|-109.41529083251953|-95.10751342773438|-14.564496040344238|-0.25671863555908203
meta-llama/Llama-3.2-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINEHe walked over to the door and examined the doorknob more closely. It was a|13|.|-14.565895080566406|-104.34524536132812|-89.77935028076172|-14.564496040344238|0.0013990402221679688
meta-llama/Llama-3.2-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINEHe walked over to the door and examined the doorknob more closely. It was a|14| The|-14.569374084472656|-102.31757354736328|-87.74819946289062|-14.564496040344238|0.004878044128417969
meta-llama/Llama-3.2-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINEHe walked over to the door and examined the doorknob more closely. It was a|15| information|-14.216224670410156|-95.5018081665039|-81.28558349609375|-14.564496040344238|-0.34827136993408203
meta-llama/Llama-3.2-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINEHe walked over to the door and examined the doorknob more closely. It was a|16| was|-14.56597900390625|-92.1619873046875|-77.59600830078125|-14.564496040344238|0.0014829635620117188
meta-llama/Llama-3.2-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINEHe walked over to the door and examined the doorknob more closely. It was a|17| sparse|-14.730789184570312|-89.07479858398438|-74.34400939941406|-14.564496040344238|0.16629314422607422
meta-llama/Llama-3.2-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINEHe walked over to the door and examined the doorknob more closely. It was a|18|,|-14.565864562988281|-87.08523559570312|-72.51937103271484|-14.564496040344238|0.0013685226440429688
meta-llama/Llama-3.2-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINEHe walked over to the door and examined the doorknob more closely. It was a|19| but|-14.569465637207031|-86.61505889892578|-72.04559326171875|-14.564496040344238|0.004969596862792969
meta-llama/Llama-3.2-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINEHe walked over to the door and examined the doorknob more closely. It was a|20| he|-14.570556640625|-86.28943634033203|-71.71887969970703|-14.564496040344238|0.006060600280761719
meta-llama/Llama-3.2-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINEHe walked over to the door and examined the doorknob more closely. It was a|21| believed|-14.060508728027344|-81.59147644042969|-67.53096771240234|-14.564496040344238|-0.5039873123168945
meta-llama/Llama-3.2-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINEHe walked over to the door and examined the doorknob more closely. It was a|22| the|-14.610588073730469|-79.14216613769531|-64.53157806396484|-14.564496040344238|0.04609203338623047
meta-llama/Llama-3.2-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINEHe walked over to the door and examined the doorknob more closely. It was a|23| clues|-14.74069595336914|-75.9375|-61.19680404663086|-14.564496040344238|0.17619991302490234
meta-llama/Llama-3.2-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINEHe walked over to the door and examined the doorknob more closely. It was a|24| would|-14.514225006103516|-71.62334442138672|-57.1091194152832|-14.564496040344238|-0.050271034240722656
meta-llama/Llama-3.2-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINEHe walked over to the door and examined the doorknob more closely. It was a|25| lead|-14.578712463378906|-68.94832611083984|-54.36961364746094|-14.564496040344238|0.014216423034667969
meta-llama/Llama-3.2-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINEHe walked over to the door and examined the doorknob more closely. It was a|26| him|-14.571475982666016|-67.98530578613281|-53.4138298034668|-14.564496040344238|0.006979942321777344
meta-llama/Llama-3.2-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINEHe walked over to the door and examined the doorknob more closely. It was a|27| to|-14.566036224365234|-67.71611022949219|-53.15007400512695|-14.564496040344238|0.0015401840209960938
meta-llama/Llama-3.2-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINEHe walked over to the door and examined the doorknob more closely. It was a|28| the|-14.572399139404297|-67.57972717285156|-53.007328033447266|-14.564496040344238|0.007903099060058594
meta-llama/Llama-3.2-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINEHe walked over to the door and examined the doorknob more closely. It was a|29| truth|-14.771812438964844|-64.62591552734375|-49.854103088378906|-14.564496040344238|0.20731639862060547
meta-llama/Llama-3.2-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINEHe walked over to the door and examined the doorknob more closely. It was a|30|.|-14.56631851196289|-63.6038932800293|-49.037574768066406|-14.564496040344238|0.0018224716186523438
meta-llama/Llama-3.2-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINEHe walked over to the door and examined the doorknob more closely. It was a|31| He|-14.571945190429688|-62.76504135131836|-48.19309616088867|-14.564496040344238|0.007449150085449219
meta-llama/Llama-3.2-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINEHe walked over to the door and examined the doorknob more closely. It was a|32| looked|-14.6322021484375|-61.62546157836914|-46.99325942993164|-14.564496040344238|0.06770610809326172
meta-llama/Llama-3.2-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINEHe walked over to the door and examined the doorknob more closely. It was a|33| at|-14.576091766357422|-57.811458587646484|-43.23536682128906|-14.564496040344238|0.011595726013183594
meta-llama/Llama-3.2-1B-Instruct|The police officer walked into the room, carefully examining every clue. The information was sparse, but he believed the clues would lead him to the truth. He looked at the doorknob, noticing something odd about it. He made a note to check it more| closely.NEWLINENEWLINEHe walked over to the door and examined the doorknob more closely. It was a|34| the|-14.57315444946289|-56.62742614746094|-42.05427169799805|-14.564496040344238|0.008658409118652344
