model_name|prompt|response|muid|mu_val|D|D_num|D_denom|A_num|LogA
EleutherAI/gpt-neo-1.3B|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good.NEWLINENEWLINEThe surfer was a young man with a long, dark brown hair and|0|The|-28.933944702148438|-148.1871337890625|-119.25318908691406|-29.1143798828125|-0.1804351806640625
EleutherAI/gpt-neo-1.3B|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good.NEWLINENEWLINEThe surfer was a young man with a long, dark brown hair and|1| sur|-29.126602172851562|-147.04074096679688|-117.91413879394531|-29.1143798828125|0.0122222900390625
EleutherAI/gpt-neo-1.3B|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good.NEWLINENEWLINEThe surfer was a young man with a long, dark brown hair and|2|fer|-29.114837646484375|-135.10171508789062|-105.98687744140625|-29.1143798828125|0.000457763671875
EleutherAI/gpt-neo-1.3B|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good.NEWLINENEWLINEThe surfer was a young man with a long, dark brown hair and|3| woke|-29.114852905273438|-133.0134735107422|-103.89862060546875|-29.1143798828125|0.0004730224609375
EleutherAI/gpt-neo-1.3B|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good.NEWLINENEWLINEThe surfer was a young man with a long, dark brown hair and|4| up|-29.115142822265625|-124.9017105102539|-95.78656768798828|-29.1143798828125|0.000762939453125
EleutherAI/gpt-neo-1.3B|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good.NEWLINENEWLINEThe surfer was a young man with a long, dark brown hair and|5| early|-29.121994018554688|-124.47056579589844|-95.34857177734375|-29.1143798828125|0.0076141357421875
EleutherAI/gpt-neo-1.3B|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good.NEWLINENEWLINEThe surfer was a young man with a long, dark brown hair and|6| to|-29.114822387695312|-121.67717742919922|-92.5623550415039|-29.1143798828125|0.0004425048828125
EleutherAI/gpt-neo-1.3B|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good.NEWLINENEWLINEThe surfer was a young man with a long, dark brown hair and|7| go|-29.117393493652344|-119.82373809814453|-90.70634460449219|-29.1143798828125|0.00301361083984375
EleutherAI/gpt-neo-1.3B|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good.NEWLINENEWLINEThe surfer was a young man with a long, dark brown hair and|8| surfing|-29.12982940673828|-117.04182434082031|-87.91199493408203|-29.1143798828125|0.01544952392578125
EleutherAI/gpt-neo-1.3B|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good.NEWLINENEWLINEThe surfer was a young man with a long, dark brown hair and|9|.|-29.11615753173828|-116.58636474609375|-87.47020721435547|-29.1143798828125|0.00177764892578125
