model_name|prompt|response|muid|mu_val|D|D_num|D_denom|A_num|LogA
Qwen/Qwen2.5-1.5B-Instruct|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| " Let's give stream of consciousness first:NEWLINETo answer the question "When was the Cassini launched|0|Pass|-5.834442138671875|-135.728271484375|-129.89382934570312|-2.0922389030456543|3.7422032356262207
Qwen/Qwen2.5-1.5B-Instruct|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| " Let's give stream of consciousness first:NEWLINETo answer the question "When was the Cassini launched|1|age|-4.9082489013671875|-124.13406372070312|-119.22581481933594|-2.0922389030456543|2.816009998321533
Qwen/Qwen2.5-1.5B-Instruct|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| " Let's give stream of consciousness first:NEWLINETo answer the question "When was the Cassini launched|2|:|-2.6683425903320312|-118.6469497680664|-115.97860717773438|-2.0922389030456543|0.576103687286377
Qwen/Qwen2.5-1.5B-Instruct|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| " Let's give stream of consciousness first:NEWLINETo answer the question "When was the Cassini launched|3| "|-2.0862808227539062|-114.34176635742188|-112.25548553466797|-2.0922389030456543|-0.005958080291748047
Qwen/Qwen2.5-1.5B-Instruct|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| " Let's give stream of consciousness first:NEWLINETo answer the question "When was the Cassini launched|4|In|-2.0814132690429688|-112.12608337402344|-110.04467010498047|-2.0922389030456543|-0.010825634002685547
Qwen/Qwen2.5-1.5B-Instruct|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| " Let's give stream of consciousness first:NEWLINETo answer the question "When was the Cassini launched|5| |-2.0809326171875|-107.10136413574219|-105.02043151855469|-2.0922389030456543|-0.011306285858154297
Qwen/Qwen2.5-1.5B-Instruct|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| " Let's give stream of consciousness first:NEWLINETo answer the question "When was the Cassini launched|6|1|-2.0808792114257812|-103.70002746582031|-101.61914825439453|-2.0922389030456543|-0.011359691619873047
Qwen/Qwen2.5-1.5B-Instruct|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| " Let's give stream of consciousness first:NEWLINETo answer the question "When was the Cassini launched|7|9|-2.081146240234375|-103.31646728515625|-101.23532104492188|-2.0922389030456543|-0.011092662811279297
Qwen/Qwen2.5-1.5B-Instruct|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| " Let's give stream of consciousness first:NEWLINETo answer the question "When was the Cassini launched|8|9|-2.1027069091796875|-102.22444152832031|-100.12173461914062|-2.0922389030456543|0.010468006134033203
Qwen/Qwen2.5-1.5B-Instruct|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| " Let's give stream of consciousness first:NEWLINETo answer the question "When was the Cassini launched|9|7|-2.0904312133789062|-98.66793060302734|-96.57749938964844|-2.0922389030456543|-0.0018076896667480469
Qwen/Qwen2.5-1.5B-Instruct|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| " Let's give stream of consciousness first:NEWLINETo answer the question "When was the Cassini launched|10|,|-2.0803604125976562|-98.56298065185547|-96.48262023925781|-2.0922389030456543|-0.011878490447998047
Qwen/Qwen2.5-1.5B-Instruct|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| " Let's give stream of consciousness first:NEWLINETo answer the question "When was the Cassini launched|11| NASA|-2.0809555053710938|-98.42922973632812|-96.34827423095703|-2.0922389030456543|-0.011283397674560547
Qwen/Qwen2.5-1.5B-Instruct|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| " Let's give stream of consciousness first:NEWLINETo answer the question "When was the Cassini launched|12|'s|-2.0722885131835938|-92.38748931884766|-90.31520080566406|-2.0922389030456543|-0.019950389862060547
Qwen/Qwen2.5-1.5B-Instruct|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| " Let's give stream of consciousness first:NEWLINETo answer the question "When was the Cassini launched|13| Cass|-2.08087158203125|-90.94142150878906|-88.86054992675781|-2.0922389030456543|-0.011367321014404297
Qwen/Qwen2.5-1.5B-Instruct|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| " Let's give stream of consciousness first:NEWLINETo answer the question "When was the Cassini launched|14|ini|-2.0808792114257812|-88.51353454589844|-86.43265533447266|-2.0922389030456543|-0.011359691619873047
