model_name|prompt|response|muid|mu_val|D|D_num|D_denom|A_num|LogA
meta-llama/Llama-3.2-1B-Instruct|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be perfect for a day of surfing.NEWLINENEWLINEAs he arrived at the beach, he saw that the surf|0|<|begin_of_text|>|-12.415985107421875|-128.4067840576172|-115.99079895019531|-10.079852104187012|2.3361330032348633
meta-llama/Llama-3.2-1B-Instruct|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be perfect for a day of surfing.NEWLINENEWLINEAs he arrived at the beach, he saw that the surf|1|The|-10.917716979980469|-128.36129760742188|-117.4435806274414|-10.079852104187012|0.837864875793457
meta-llama/Llama-3.2-1B-Instruct|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be perfect for a day of surfing.NEWLINENEWLINEAs he arrived at the beach, he saw that the surf|2| sur|-11.094627380371094|-129.0586395263672|-117.9640121459961|-10.079852104187012|1.014775276184082
meta-llama/Llama-3.2-1B-Instruct|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be perfect for a day of surfing.NEWLINENEWLINEAs he arrived at the beach, he saw that the surf|3|fer|-10.092681884765625|-118.43470001220703|-108.3420181274414|-10.079852104187012|0.012829780578613281
meta-llama/Llama-3.2-1B-Instruct|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be perfect for a day of surfing.NEWLINENEWLINEAs he arrived at the beach, he saw that the surf|4| woke|-10.463279724121094|-115.18917083740234|-104.72589111328125|-10.079852104187012|0.38342761993408203
meta-llama/Llama-3.2-1B-Instruct|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be perfect for a day of surfing.NEWLINENEWLINEAs he arrived at the beach, he saw that the surf|5| up|-10.080162048339844|-106.5732421875|-96.49308013916016|-10.079852104187012|0.00030994415283203125
meta-llama/Llama-3.2-1B-Instruct|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be perfect for a day of surfing.NEWLINENEWLINEAs he arrived at the beach, he saw that the surf|6| early|-10.200340270996094|-106.3890609741211|-96.188720703125|-10.079852104187012|0.12048816680908203
meta-llama/Llama-3.2-1B-Instruct|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be perfect for a day of surfing.NEWLINENEWLINEAs he arrived at the beach, he saw that the surf|7| to|-10.079200744628906|-103.26826477050781|-93.1890640258789|-10.079852104187012|-0.0006513595581054688
meta-llama/Llama-3.2-1B-Instruct|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be perfect for a day of surfing.NEWLINENEWLINEAs he arrived at the beach, he saw that the surf|8| go|-10.087455749511719|-101.61750030517578|-91.53004455566406|-10.079852104187012|0.007603645324707031
meta-llama/Llama-3.2-1B-Instruct|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be perfect for a day of surfing.NEWLINENEWLINEAs he arrived at the beach, he saw that the surf|9| surfing|-11.898544311523438|-93.8021011352539|-81.90355682373047|-10.079852104187012|1.8186922073364258
meta-llama/Llama-3.2-1B-Instruct|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be perfect for a day of surfing.NEWLINENEWLINEAs he arrived at the beach, he saw that the surf|10|.|-10.080459594726562|-94.94505310058594|-84.86459350585938|-10.079852104187012|0.0006074905395507812
meta-llama/Llama-3.2-1B-Instruct|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be perfect for a day of surfing.NEWLINENEWLINEAs he arrived at the beach, he saw that the surf|11| He|-10.083053588867188|-92.00341033935547|-81.92035675048828|-10.079852104187012|0.0032014846801757812
meta-llama/Llama-3.2-1B-Instruct|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be perfect for a day of surfing.NEWLINENEWLINEAs he arrived at the beach, he saw that the surf|12| checked|-10.153068542480469|-90.67339324951172|-80.52032470703125|-10.079852104187012|0.07321643829345703
