model_name|prompt|response|muid|mu_val|D|D_num|D_denom|A_num|LogA|time
openai-community/gpt2|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| not be bad.NEWLINENEWLINENEWLINEAfter checking the weather, he decided to go to the nearest pool|0|The|-37.51945495605469|-175.91966247558594|-138.40020751953125|-34.34308624267578|3.1763687133789062|42.535475969314575
openai-community/gpt2|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| not be bad.NEWLINENEWLINENEWLINEAfter checking the weather, he decided to go to the nearest pool|1| sur|-37.4124755859375|-173.28213500976562|-135.86965942382812|-34.34308624267578|3.0693893432617188|22.47109889984131
openai-community/gpt2|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| not be bad.NEWLINENEWLINENEWLINEAfter checking the weather, he decided to go to the nearest pool|2|fer|-37.43428039550781|-161.78517150878906|-124.35089111328125|-34.34308624267578|3.0911941528320312|21.211090326309204
openai-community/gpt2|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| not be bad.NEWLINENEWLINENEWLINEAfter checking the weather, he decided to go to the nearest pool|3| woke|-37.703575134277344|-160.33126831054688|-122.62769317626953|-34.34308624267578|3.3604888916015625|20.604891061782837
openai-community/gpt2|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| not be bad.NEWLINENEWLINENEWLINEAfter checking the weather, he decided to go to the nearest pool|4| up|-37.43431854248047|-152.7442626953125|-115.30994415283203|-34.34308624267578|3.0912322998046875|20.877519130706787
openai-community/gpt2|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| not be bad.NEWLINENEWLINENEWLINEAfter checking the weather, he decided to go to the nearest pool|5| early|-37.28529357910156|-151.8287811279297|-114.54348754882812|-34.34308624267578|2.9422073364257812|20.594411849975586
openai-community/gpt2|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| not be bad.NEWLINENEWLINENEWLINEAfter checking the weather, he decided to go to the nearest pool|6| to|-37.43418884277344|-149.8726043701172|-112.43841552734375|-34.34308624267578|3.0911026000976562|20.406903505325317
openai-community/gpt2|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| not be bad.NEWLINENEWLINENEWLINEAfter checking the weather, he decided to go to the nearest pool|7| go|-37.51277160644531|-147.55738830566406|-110.04461669921875|-34.34308624267578|3.1696853637695312|20.449294328689575
openai-community/gpt2|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| not be bad.NEWLINENEWLINENEWLINEAfter checking the weather, he decided to go to the nearest pool|8| surfing|-37.401458740234375|-141.60626220703125|-104.20480346679688|-34.34308624267578|3.0583724975585938|20.45026397705078
openai-community/gpt2|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| not be bad.NEWLINENEWLINENEWLINEAfter checking the weather, he decided to go to the nearest pool|9|.|-37.42900848388672|-139.8242950439453|-102.3952865600586|-34.34308624267578|3.0859222412109375|20.373456716537476
openai-community/gpt2|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| not be bad.NEWLINENEWLINENEWLINEAfter checking the weather, he decided to go to the nearest pool|10| He|-37.443016052246094|-137.79771423339844|-100.35469818115234|-34.34308624267578|3.0999298095703125|20.175141096115112
openai-community/gpt2|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| not be bad.NEWLINENEWLINENEWLINEAfter checking the weather, he decided to go to the nearest pool|11| checked|-37.55622863769531|-136.2090606689453|-98.65283203125|-34.34308624267578|3.2131423950195312|20.644373416900635
openai-community/gpt2|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| not be bad.NEWLINENEWLINENEWLINEAfter checking the weather, he decided to go to the nearest pool|12| the|-37.44767761230469|-130.25201416015625|-92.80433654785156|-34.34308624267578|3.1045913696289062|20.555048942565918
openai-community/gpt2|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| not be bad.NEWLINENEWLINENEWLINEAfter checking the weather, he decided to go to the nearest pool|13| weather|-37.469642639160156|-127.91536712646484|-90.44572448730469|-34.34308624267578|3.126556396484375|20.15692377090454
openai-community/gpt2|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| not be bad.NEWLINENEWLINENEWLINEAfter checking the weather, he decided to go to the nearest pool|14| forecast|-37.030677795410156|-124.62184143066406|-87.5911636352539|-34.34308624267578|2.687591552734375|20.440158128738403
openai-community/gpt2|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| not be bad.NEWLINENEWLINENEWLINEAfter checking the weather, he decided to go to the nearest pool|15| to|-37.43400573730469|-122.8890151977539|-85.45500946044922|-34.34308624267578|3.0909194946289062|20.418548822402954
