model_name|prompt|response|muid|mu_val|D|D_num|D_denom|A_num|LogA
allenai/OLMo-2-0425-1B-Instruct|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. As she sat down to enjoy the view, she realized that she had forgotten to pack sunscreen|0|Dr|-14.638351440429688|-119.28667449951172|-104.64832305908203|-12.800662994384766|1.8376884460449219
allenai/OLMo-2-0425-1B-Instruct|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. As she sat down to enjoy the view, she realized that she had forgotten to pack sunscreen|1|.|-13.191413879394531|-117.70167541503906|-104.51026153564453|-12.800662994384766|0.3907508850097656
allenai/OLMo-2-0425-1B-Instruct|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. As she sat down to enjoy the view, she realized that she had forgotten to pack sunscreen|2| Chang|-13.238067626953125|-118.0495834350586|-104.81151580810547|-12.800662994384766|0.4374046325683594
allenai/OLMo-2-0425-1B-Instruct|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. As she sat down to enjoy the view, she realized that she had forgotten to pack sunscreen|3| was|-12.80487060546875|-107.2925796508789|-94.48770904541016|-12.800662994384766|0.004207611083984375
allenai/OLMo-2-0425-1B-Instruct|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. As she sat down to enjoy the view, she realized that she had forgotten to pack sunscreen|4| excited|-13.127464294433594|-103.19055938720703|-90.06309509277344|-12.800662994384766|0.3268013000488281
allenai/OLMo-2-0425-1B-Instruct|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. As she sat down to enjoy the view, she realized that she had forgotten to pack sunscreen|5| about|-12.803688049316406|-99.66777801513672|-86.86408996582031|-12.800662994384766|0.003025054931640625
allenai/OLMo-2-0425-1B-Instruct|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. As she sat down to enjoy the view, she realized that she had forgotten to pack sunscreen|6| her|-13.378623962402344|-97.14863586425781|-83.77001190185547|-12.800662994384766|0.5779609680175781
allenai/OLMo-2-0425-1B-Instruct|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. As she sat down to enjoy the view, she realized that she had forgotten to pack sunscreen|7| hike|-13.586807250976562|-88.09029388427734|-74.50348663330078|-12.800662994384766|0.7861442565917969
allenai/OLMo-2-0425-1B-Instruct|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. As she sat down to enjoy the view, she realized that she had forgotten to pack sunscreen|8| to|-13.161781311035156|-85.1815414428711|-72.01976013183594|-12.800662994384766|0.3611183166503906
allenai/OLMo-2-0425-1B-Instruct|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment. As she sat down to enjoy the view, she realized that she had forgotten to pack sunscreen|9| the|-12.820968627929688|-83.84721374511719|-71.0262451171875|-12.800662994384766|0.020305633544921875
