model_name|prompt|response|muid|mu_val|D|D_num|D_denom|A_num|LogA|time
openai-community/gpt2|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| Where was it?" Answer: "In 1997, NASA's Cassini space probe was launched to explore|0|Pass|-12.512542724609375|-162.2559051513672|-149.7433624267578|-12.200780868530273|0.31176185607910156|20.415083646774292
openai-community/gpt2|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| Where was it?" Answer: "In 1997, NASA's Cassini space probe was launched to explore|1|age|-12.783737182617188|-155.08493041992188|-142.3011932373047|-12.200780868530273|0.5829563140869141|20.57116436958313
openai-community/gpt2|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| Where was it?" Answer: "In 1997, NASA's Cassini space probe was launched to explore|2|:|-12.230697631835938|-154.0395965576172|-141.80889892578125|-12.200780868530273|0.029916763305664062|20.642549753189087
openai-community/gpt2|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| Where was it?" Answer: "In 1997, NASA's Cassini space probe was launched to explore|3| "|-12.188064575195312|-150.49842834472656|-138.31036376953125|-12.200780868530273|-0.012716293334960938|20.754621744155884
openai-community/gpt2|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| Where was it?" Answer: "In 1997, NASA's Cassini space probe was launched to explore|4|In|-12.2127685546875|-145.08602905273438|-132.87326049804688|-12.200780868530273|0.011987686157226562|20.491816759109497
openai-community/gpt2|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| Where was it?" Answer: "In 1997, NASA's Cassini space probe was launched to explore|5| 1997|-15.657752990722656|-140.81381225585938|-125.15605926513672|-12.200780868530273|3.456972122192383|20.53039813041687
openai-community/gpt2|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| Where was it?" Answer: "In 1997, NASA's Cassini space probe was launched to explore|6|,|-12.189361572265625|-133.6471710205078|-121.45780944824219|-12.200780868530273|-0.011419296264648438|20.659931659698486
openai-community/gpt2|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| Where was it?" Answer: "In 1997, NASA's Cassini space probe was launched to explore|7| NASA|-12.231964111328125|-133.28622436523438|-121.05426025390625|-12.200780868530273|0.031183242797851562|20.810218572616577
openai-community/gpt2|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| Where was it?" Answer: "In 1997, NASA's Cassini space probe was launched to explore|8|'s|-12.186256408691406|-126.14579010009766|-113.95953369140625|-12.200780868530273|-0.014524459838867188|20.602444887161255
openai-community/gpt2|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| Where was it?" Answer: "In 1997, NASA's Cassini space probe was launched to explore|9| Cass|-12.185890197753906|-123.92985534667969|-111.74396514892578|-12.200780868530273|-0.014890670776367188|20.418282747268677
openai-community/gpt2|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| Where was it?" Answer: "In 1997, NASA's Cassini space probe was launched to explore|10|ini|-12.1856689453125|-120.27363586425781|-108.08796691894531|-12.200780868530273|-0.015111923217773438|20.497962951660156
openai-community/gpt2|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| Where was it?" Answer: "In 1997, NASA's Cassini space probe was launched to explore|11| space|-12.219627380371094|-120.27247619628906|-108.05284881591797|-12.200780868530273|0.018846511840820312|20.5704128742218
openai-community/gpt2|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| Where was it?" Answer: "In 1997, NASA's Cassini space probe was launched to explore|12| probe|-12.703155517578125|-115.56682586669922|-102.8636703491211|-12.200780868530273|0.5023746490478516|20.567755937576294
openai-community/gpt2|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| Where was it?" Answer: "In 1997, NASA's Cassini space probe was launched to explore|13| was|-12.193321228027344|-115.13932037353516|-102.94599914550781|-12.200780868530273|-0.0074596405029296875|20.58827495574951
openai-community/gpt2|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| Where was it?" Answer: "In 1997, NASA's Cassini space probe was launched to explore|14| launched|-13.211624145507812|-112.62860107421875|-99.41697692871094|-12.200780868530273|1.010843276977539|20.79265284538269
openai-community/gpt2|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| Where was it?" Answer: "In 1997, NASA's Cassini space probe was launched to explore|15| to|-12.18585205078125|-110.46148681640625|-98.275634765625|-12.200780868530273|-0.014928817749023438|20.642250299453735
openai-community/gpt2|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| Where was it?" Answer: "In 1997, NASA's Cassini space probe was launched to explore|16| explore|-13.708290100097656|-108.64749145507812|-94.93920135498047|-12.200780868530273|1.5075092315673828|20.63365411758423
openai-community/gpt2|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| Where was it?" Answer: "In 1997, NASA's Cassini space probe was launched to explore|17| Saturn|-12.199684143066406|-105.1337890625|-92.9341049194336|-12.200780868530273|-0.0010967254638671875|20.54274892807007
openai-community/gpt2|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| Where was it?" Answer: "In 1997, NASA's Cassini space probe was launched to explore|18|.|-12.186164855957031|-104.3886947631836|-92.20252990722656|-12.200780868530273|-0.014616012573242188|20.5100736618042
openai-community/gpt2|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| Where was it?" Answer: "In 1997, NASA's Cassini space probe was launched to explore|19| It|-12.234001159667969|-101.13766479492188|-88.9036636352539|-12.200780868530273|0.03322029113769531|20.66618061065674
openai-community/gpt2|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| Where was it?" Answer: "In 1997, NASA's Cassini space probe was launched to explore|20| was|-12.166603088378906|-98.27362060546875|-86.10701751708984|-12.200780868530273|-0.03417778015136719|20.670207738876343
openai-community/gpt2|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| Where was it?" Answer: "In 1997, NASA's Cassini space probe was launched to explore|21| active|-12.23760986328125|-95.10235595703125|-82.86474609375|-12.200780868530273|0.03682899475097656|20.565356492996216
openai-community/gpt2|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| Where was it?" Answer: "In 1997, NASA's Cassini space probe was launched to explore|22| for|-12.185585021972656|-87.9372787475586|-75.75169372558594|-12.200780868530273|-0.015195846557617188|20.562478065490723
openai-community/gpt2|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| Where was it?" Answer: "In 1997, NASA's Cassini space probe was launched to explore|23| twenty|-12.198226928710938|-80.73994445800781|-68.54171752929688|-12.200780868530273|-0.0025539398193359375|20.656034469604492
openai-community/gpt2|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| Where was it?" Answer: "In 1997, NASA's Cassini space probe was launched to explore|24| years|-12.1851806640625|-79.62504577636719|-67.43986511230469|-12.200780868530273|-0.015600204467773438|20.62791895866394
openai-community/gpt2|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| Where was it?" Answer: "In 1997, NASA's Cassini space probe was launched to explore|25|,|-12.251693725585938|-77.25175476074219|-65.00006103515625|-12.200780868530273|0.05091285705566406|20.509527683258057
openai-community/gpt2|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| Where was it?" Answer: "In 1997, NASA's Cassini space probe was launched to explore|26| spending|-12.360675811767578|-75.2885971069336|-62.927921295166016|-12.200780868530273|0.1598949432373047|20.768733501434326
openai-community/gpt2|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| Where was it?" Answer: "In 1997, NASA's Cassini space probe was launched to explore|27| it|-12.401496887207031|-69.60148620605469|-57.199989318847656|-12.200780868530273|0.2007160186767578|20.639588356018066
