model_name|prompt|response|muid|mu_val|D|D_num|D_denom|A_num|LogA
allenai/OLMo-2-0425-1B|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good. NEWLINEUser: Why did the surfer hope the weather would be good?NEWLINE|0|The|-49.747772216796875|-167.8001708984375|-118.05239868164062|-13.119962692260742|36.6278076171875
allenai/OLMo-2-0425-1B|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good. NEWLINEUser: Why did the surfer hope the weather would be good?NEWLINE|1| sur|-50.118370056152344|-164.91188049316406|-114.79351043701172|-13.119962692260742|36.99840545654297
allenai/OLMo-2-0425-1B|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good. NEWLINEUser: Why did the surfer hope the weather would be good?NEWLINE|2|fer|-50.11271667480469|-154.42286682128906|-104.31015014648438|-13.119962692260742|36.99275207519531
allenai/OLMo-2-0425-1B|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good. NEWLINEUser: Why did the surfer hope the weather would be good?NEWLINE|3| woke|-50.112274169921875|-152.25973510742188|-102.1474609375|-13.119962692260742|36.9923095703125
allenai/OLMo-2-0425-1B|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good. NEWLINEUser: Why did the surfer hope the weather would be good?NEWLINE|4| up|-50.112892150878906|-143.89610290527344|-93.78321075439453|-13.119962692260742|36.99292755126953
allenai/OLMo-2-0425-1B|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good. NEWLINEUser: Why did the surfer hope the weather would be good?NEWLINE|5| early|-49.922088623046875|-142.21092224121094|-92.28883361816406|-13.119962692260742|36.8021240234375
allenai/OLMo-2-0425-1B|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good. NEWLINEUser: Why did the surfer hope the weather would be good?NEWLINE|6| to|-50.11286163330078|-141.2793426513672|-91.1664810180664|-13.119962692260742|36.992897033691406
allenai/OLMo-2-0425-1B|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good. NEWLINEUser: Why did the surfer hope the weather would be good?NEWLINE|7| go|-50.106040954589844|-139.69517517089844|-89.5891342163086|-13.119962692260742|36.98607635498047
allenai/OLMo-2-0425-1B|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good. NEWLINEUser: Why did the surfer hope the weather would be good?NEWLINE|8| surfing|-50.324684143066406|-136.9444122314453|-86.6197280883789|-13.119962692260742|37.20471954345703
allenai/OLMo-2-0425-1B|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good. NEWLINEUser: Why did the surfer hope the weather would be good?NEWLINE|9|.|-50.12164306640625|-136.67860412597656|-86.55696105957031|-13.119962692260742|37.001678466796875
allenai/OLMo-2-0425-1B|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good. NEWLINEUser: Why did the surfer hope the weather would be good?NEWLINE|10| He|-50.10174560546875|-135.3381805419922|-85.23643493652344|-13.119962692260742|36.981781005859375
allenai/OLMo-2-0425-1B|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good. NEWLINEUser: Why did the surfer hope the weather would be good?NEWLINE|11| checked|-50.092002868652344|-133.9211883544922|-83.82918548583984|-13.119962692260742|36.97203826904297
allenai/OLMo-2-0425-1B|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good. NEWLINEUser: Why did the surfer hope the weather would be good?NEWLINE|12| the|-50.11767578125|-128.65078735351562|-78.53311157226562|-13.119962692260742|36.997711181640625
allenai/OLMo-2-0425-1B|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good. NEWLINEUser: Why did the surfer hope the weather would be good?NEWLINE|13| weather|-50.113731384277344|-128.2256622314453|-78.11193084716797|-13.119962692260742|36.99376678466797
allenai/OLMo-2-0425-1B|The surfer woke up early to go surfing. He checked the weather forecast to see if it would be windy, since the previous days the weather had been calm. He quickly grabbed his equipment and headed to the beach, hoping the weather would| be good. NEWLINEUser: Why did the surfer hope the weather would be good?NEWLINE|14| forecast|-50.57562255859375|-126.58275604248047|-76.00713348388672|-13.119962692260742|37.455657958984375
