model_name|prompt|response|muid|mu_val|D|D_num|D_denom|A_num|LogA|time
openai-community/gpt2|Sentence: "The water bottle didn't fit into the bag because it was too big." Question: "What is 'it' referring to?| Is it a product of a religious practice?"NEWLINENEWLINENEWLINEAnswer: "The bottle was removed from|0|Sent|-43.39402770996094|-144.61231994628906|-101.21829223632812|-38.73836898803711|4.655658721923828|30.146092891693115
openai-community/gpt2|Sentence: "The water bottle didn't fit into the bag because it was too big." Question: "What is 'it' referring to?| Is it a product of a religious practice?"NEWLINENEWLINENEWLINEAnswer: "The bottle was removed from|1|ence|-43.234100341796875|-136.47433471679688|-93.240234375|-38.73836898803711|4.495731353759766|19.59370732307434
openai-community/gpt2|Sentence: "The water bottle didn't fit into the bag because it was too big." Question: "What is 'it' referring to?| Is it a product of a religious practice?"NEWLINENEWLINENEWLINEAnswer: "The bottle was removed from|2|:|-41.9866943359375|-137.36004638671875|-95.37335205078125|-38.73836898803711|3.2483253479003906|19.780768871307373
openai-community/gpt2|Sentence: "The water bottle didn't fit into the bag because it was too big." Question: "What is 'it' referring to?| Is it a product of a religious practice?"NEWLINENEWLINENEWLINEAnswer: "The bottle was removed from|3| "|-41.55437469482422|-137.0505828857422|-95.49620819091797|-38.73836898803711|2.8160057067871094|19.31307601928711
openai-community/gpt2|Sentence: "The water bottle didn't fit into the bag because it was too big." Question: "What is 'it' referring to?| Is it a product of a religious practice?"NEWLINENEWLINENEWLINEAnswer: "The bottle was removed from|4|The|-42.15122985839844|-128.70425415039062|-86.55302429199219|-38.73836898803711|3.412860870361328|19.40895128250122
openai-community/gpt2|Sentence: "The water bottle didn't fit into the bag because it was too big." Question: "What is 'it' referring to?| Is it a product of a religious practice?"NEWLINENEWLINENEWLINEAnswer: "The bottle was removed from|5| water|-42.46144104003906|-124.24954223632812|-81.78810119628906|-38.73836898803711|3.723072052001953|19.53482723236084
openai-community/gpt2|Sentence: "The water bottle didn't fit into the bag because it was too big." Question: "What is 'it' referring to?| Is it a product of a religious practice?"NEWLINENEWLINENEWLINEAnswer: "The bottle was removed from|6| bottle|-43.38047790527344|-115.85062408447266|-72.47014617919922|-38.73836898803711|4.642108917236328|19.48981285095215
openai-community/gpt2|Sentence: "The water bottle didn't fit into the bag because it was too big." Question: "What is 'it' referring to?| Is it a product of a religious practice?"NEWLINENEWLINENEWLINEAnswer: "The bottle was removed from|7| didn|-41.940032958984375|-110.09618377685547|-68.1561508178711|-38.73836898803711|3.2016639709472656|19.477338314056396
openai-community/gpt2|Sentence: "The water bottle didn't fit into the bag because it was too big." Question: "What is 'it' referring to?| Is it a product of a religious practice?"NEWLINENEWLINENEWLINEAnswer: "The bottle was removed from|8|'t|-41.546409606933594|-103.48463439941406|-61.93822479248047|-38.73836898803711|2.8080406188964844|19.385629177093506
openai-community/gpt2|Sentence: "The water bottle didn't fit into the bag because it was too big." Question: "What is 'it' referring to?| Is it a product of a religious practice?"NEWLINENEWLINENEWLINEAnswer: "The bottle was removed from|9| fit|-41.629981994628906|-103.2776870727539|-61.647705078125|-38.73836898803711|2.891613006591797|19.49618434906006
