model_name|prompt|response|muid|mu_val|D|D_num|D_denom|A_num|LogA|time
Qwen/Qwen2.5-1.5B-Instruct|Context: "Tim was nervous about his talk. He had been preparing and practicing for weeks, but he still wasn't sure he was fully ready." Sentence: "As Tim stood in front of the audience, he took deep breaths and tried to remain _____.| " What should be filled in the blank?  A. calm  B. happy  C.|0|Context|-15.470008850097656|-141.2655029296875|-125.79549407958984|-10.614248275756836|4.85576057434082|147.533123254776
Qwen/Qwen2.5-1.5B-Instruct|Context: "Tim was nervous about his talk. He had been preparing and practicing for weeks, but he still wasn't sure he was fully ready." Sentence: "As Tim stood in front of the audience, he took deep breaths and tried to remain _____.| " What should be filled in the blank?  A. calm  B. happy  C.|1|:|-13.483779907226562|-142.9958953857422|-129.51211547851562|-10.614248275756836|2.8695316314697266|149.05493330955505
Qwen/Qwen2.5-1.5B-Instruct|Context: "Tim was nervous about his talk. He had been preparing and practicing for weeks, but he still wasn't sure he was fully ready." Sentence: "As Tim stood in front of the audience, he took deep breaths and tried to remain _____.| " What should be filled in the blank?  A. calm  B. happy  C.|2| "|-10.846359252929688|-138.72802734375|-127.88166809082031|-10.614248275756836|0.23211097717285156|147.48032212257385
Qwen/Qwen2.5-1.5B-Instruct|Context: "Tim was nervous about his talk. He had been preparing and practicing for weeks, but he still wasn't sure he was fully ready." Sentence: "As Tim stood in front of the audience, he took deep breaths and tried to remain _____.| " What should be filled in the blank?  A. calm  B. happy  C.|3|Tim|-10.608894348144531|-135.80567932128906|-125.19678497314453|-10.614248275756836|-0.0053539276123046875|146.31795930862427
Qwen/Qwen2.5-1.5B-Instruct|Context: "Tim was nervous about his talk. He had been preparing and practicing for weeks, but he still wasn't sure he was fully ready." Sentence: "As Tim stood in front of the audience, he took deep breaths and tried to remain _____.| " What should be filled in the blank?  A. calm  B. happy  C.|4| was|-10.603225708007812|-125.91520690917969|-115.31198120117188|-10.614248275756836|-0.011022567749023438|147.40695786476135
Qwen/Qwen2.5-1.5B-Instruct|Context: "Tim was nervous about his talk. He had been preparing and practicing for weeks, but he still wasn't sure he was fully ready." Sentence: "As Tim stood in front of the audience, he took deep breaths and tried to remain _____.| " What should be filled in the blank?  A. calm  B. happy  C.|5| nervous|-10.620880126953125|-115.97993469238281|-105.35905456542969|-10.614248275756836|0.0066318511962890625|145.86927604675293
Qwen/Qwen2.5-1.5B-Instruct|Context: "Tim was nervous about his talk. He had been preparing and practicing for weeks, but he still wasn't sure he was fully ready." Sentence: "As Tim stood in front of the audience, he took deep breaths and tried to remain _____.| " What should be filled in the blank?  A. calm  B. happy  C.|6| about|-10.560394287109375|-107.80497741699219|-97.24458312988281|-10.614248275756836|-0.05385398864746094|146.30846285820007
Qwen/Qwen2.5-1.5B-Instruct|Context: "Tim was nervous about his talk. He had been preparing and practicing for weeks, but he still wasn't sure he was fully ready." Sentence: "As Tim stood in front of the audience, he took deep breaths and tried to remain _____.| " What should be filled in the blank?  A. calm  B. happy  C.|7| his|-10.611724853515625|-106.0167236328125|-95.40499877929688|-10.614248275756836|-0.0025234222412109375|146.79493403434753
Qwen/Qwen2.5-1.5B-Instruct|Context: "Tim was nervous about his talk. He had been preparing and practicing for weeks, but he still wasn't sure he was fully ready." Sentence: "As Tim stood in front of the audience, he took deep breaths and tried to remain _____.| " What should be filled in the blank?  A. calm  B. happy  C.|8| talk|-10.56011962890625|-99.35327911376953|-88.79315948486328|-10.614248275756836|-0.05412864685058594|146.2252118587494
Qwen/Qwen2.5-1.5B-Instruct|Context: "Tim was nervous about his talk. He had been preparing and practicing for weeks, but he still wasn't sure he was fully ready." Sentence: "As Tim stood in front of the audience, he took deep breaths and tried to remain _____.| " What should be filled in the blank?  A. calm  B. happy  C.|9|.|-10.601982116699219|-97.48595428466797|-86.88397216796875|-10.614248275756836|-0.012266159057617188|146.350280046463
