model_name|prompt|response|muid|mu_val|D|D_num|D_denom|A_num|LogA|time
openai-community/gpt2|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| awe.NEWLINENEWLINENEWLINEThe mountains were beautiful, but there was something different about the way the hike|0|Dr|-41.43370056152344|-190.93922424316406|-149.50552368164062|-37.41514587402344|4.0185546875|26.694218397140503
openai-community/gpt2|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| awe.NEWLINENEWLINENEWLINEThe mountains were beautiful, but there was something different about the way the hike|1|.|-41.12593078613281|-183.8765869140625|-142.7506561279297|-37.41514587402344|3.710784912109375|20.47305178642273
openai-community/gpt2|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| awe.NEWLINENEWLINENEWLINEThe mountains were beautiful, but there was something different about the way the hike|2| Chang|-41.18013000488281|-183.4490509033203|-142.2689208984375|-37.41514587402344|3.764984130859375|20.453818798065186
openai-community/gpt2|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| awe.NEWLINENEWLINENEWLINEThe mountains were beautiful, but there was something different about the way the hike|3| was|-41.19439697265625|-174.99356079101562|-133.79916381835938|-37.41514587402344|3.7792510986328125|20.665658235549927
openai-community/gpt2|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| awe.NEWLINENEWLINENEWLINEThe mountains were beautiful, but there was something different about the way the hike|4| excited|-41.25825500488281|-171.11141967773438|-129.85316467285156|-37.41514587402344|3.843109130859375|20.291114807128906
openai-community/gpt2|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| awe.NEWLINENEWLINENEWLINEThe mountains were beautiful, but there was something different about the way the hike|5| about|-41.19331359863281|-164.1731719970703|-122.9798583984375|-37.41514587402344|3.778167724609375|20.513850212097168
openai-community/gpt2|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| awe.NEWLINENEWLINENEWLINEThe mountains were beautiful, but there was something different about the way the hike|6| her|-41.120643615722656|-162.63548278808594|-121.51483917236328|-37.41514587402344|3.7054977416992188|20.4300537109375
openai-community/gpt2|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| awe.NEWLINENEWLINENEWLINEThe mountains were beautiful, but there was something different about the way the hike|7| hike|-42.03376007080078|-156.12539672851562|-114.09163665771484|-37.41514587402344|4.618614196777344|20.59954857826233
openai-community/gpt2|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| awe.NEWLINENEWLINENEWLINEThe mountains were beautiful, but there was something different about the way the hike|8| to|-41.4527587890625|-148.36448669433594|-106.91172790527344|-37.41514587402344|4.0376129150390625|20.33160924911499
openai-community/gpt2|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| awe.NEWLINENEWLINENEWLINEThe mountains were beautiful, but there was something different about the way the hike|9| the|-41.181243896484375|-147.2386474609375|-106.05740356445312|-37.41514587402344|3.7660980224609375|20.62832498550415
openai-community/gpt2|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| awe.NEWLINENEWLINENEWLINEThe mountains were beautiful, but there was something different about the way the hike|10| mountains|-42.22899627685547|-144.26173400878906|-102.0327377319336|-37.41514587402344|4.813850402832031|20.46621823310852
openai-community/gpt2|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| awe.NEWLINENEWLINENEWLINEThe mountains were beautiful, but there was something different about the way the hike|11|.|-41.18165588378906|-141.29464721679688|-100.11299133300781|-37.41514587402344|3.766510009765625|20.981634855270386
openai-community/gpt2|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| awe.NEWLINENEWLINENEWLINEThe mountains were beautiful, but there was something different about the way the hike|12| She|-41.176971435546875|-139.800048828125|-98.62307739257812|-37.41514587402344|3.7618255615234375|20.443679571151733
