model_name|prompt|response|muid|mu_val|D|D_num|D_denom|A_num|LogA
google/gemma-3-1b-it|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?|NEWLINENEWLINEThe answer is: 1997."NEWLINE<end_of_turn>NEWLINE<end_of_turn>NEWLINE<end_of_turn>NEWLINE<end_of_turn>NEWLINE|0|<bos>|-11.213272094726562|-177.66407775878906|-166.4508056640625|-2.5515174865722656|8.661754608154297
google/gemma-3-1b-it|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?|NEWLINENEWLINEThe answer is: 1997."NEWLINE<end_of_turn>NEWLINE<end_of_turn>NEWLINE<end_of_turn>NEWLINE<end_of_turn>NEWLINE|1|Pass|-4.69488525390625|-171.38502502441406|-166.6901397705078|-2.5515174865722656|2.1433677673339844
google/gemma-3-1b-it|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?|NEWLINENEWLINEThe answer is: 1997."NEWLINE<end_of_turn>NEWLINE<end_of_turn>NEWLINE<end_of_turn>NEWLINE<end_of_turn>NEWLINE|2|age|-3.955810546875|-159.92430114746094|-155.96849060058594|-2.5515174865722656|1.4042930603027344
google/gemma-3-1b-it|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?|NEWLINENEWLINEThe answer is: 1997."NEWLINE<end_of_turn>NEWLINE<end_of_turn>NEWLINE<end_of_turn>NEWLINE<end_of_turn>NEWLINE|3|:|-2.559356689453125|-152.93081665039062|-150.3714599609375|-2.5515174865722656|0.007839202880859375
google/gemma-3-1b-it|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?|NEWLINENEWLINEThe answer is: 1997."NEWLINE<end_of_turn>NEWLINE<end_of_turn>NEWLINE<end_of_turn>NEWLINE<end_of_turn>NEWLINE|4| "|-2.5827789306640625|-152.07444763183594|-149.49166870117188|-2.5515174865722656|0.031261444091796875
google/gemma-3-1b-it|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?|NEWLINENEWLINEThe answer is: 1997."NEWLINE<end_of_turn>NEWLINE<end_of_turn>NEWLINE<end_of_turn>NEWLINE<end_of_turn>NEWLINE|5|In|-2.558990478515625|-151.44131469726562|-148.88232421875|-2.5515174865722656|0.007472991943359375
google/gemma-3-1b-it|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?|NEWLINENEWLINEThe answer is: 1997."NEWLINE<end_of_turn>NEWLINE<end_of_turn>NEWLINE<end_of_turn>NEWLINE<end_of_turn>NEWLINE|6| |-2.5533599853515625|-146.25868225097656|-143.705322265625|-2.5515174865722656|0.001842498779296875
google/gemma-3-1b-it|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?|NEWLINENEWLINEThe answer is: 1997."NEWLINE<end_of_turn>NEWLINE<end_of_turn>NEWLINE<end_of_turn>NEWLINE<end_of_turn>NEWLINE|7|1|-2.5533294677734375|-140.35157775878906|-137.79824829101562|-2.5515174865722656|0.001811981201171875
google/gemma-3-1b-it|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?|NEWLINENEWLINEThe answer is: 1997."NEWLINE<end_of_turn>NEWLINE<end_of_turn>NEWLINE<end_of_turn>NEWLINE<end_of_turn>NEWLINE|8|9|-2.55340576171875|-140.28553771972656|-137.7321319580078|-2.5515174865722656|0.001888275146484375
model_name|prompt|response|muid|mu_val|D|D_num|D_denom|A_num|LogA
