model_name|prompt|response|muid|mu_val|D|D_num|D_denom|A_num|LogA
google/gemma-3-1b-it|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment.NEWLINENEWLINEHowever, she quickly realized that she was lost. The dense forest was confusing, and|0|<bos>|-14.102630615234375|-145.6560821533203|-131.55345153808594|-9.977442741394043|4.125187873840332
google/gemma-3-1b-it|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment.NEWLINENEWLINEHowever, she quickly realized that she was lost. The dense forest was confusing, and|1|Dr|-14.572441101074219|-138.86929321289062|-124.2968521118164|-9.977442741394043|4.594998359680176
google/gemma-3-1b-it|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment.NEWLINENEWLINEHowever, she quickly realized that she was lost. The dense forest was confusing, and|2|.|-11.294868469238281|-133.37237548828125|-122.07750701904297|-9.977442741394043|1.3174257278442383
google/gemma-3-1b-it|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment.NEWLINENEWLINEHowever, she quickly realized that she was lost. The dense forest was confusing, and|3| Chang|-10.242637634277344|-133.94375610351562|-123.70111846923828|-9.977442741394043|0.2651948928833008
google/gemma-3-1b-it|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment.NEWLINENEWLINEHowever, she quickly realized that she was lost. The dense forest was confusing, and|4| was|-11.389678955078125|-126.39027404785156|-115.00059509277344|-9.977442741394043|1.412236213684082
google/gemma-3-1b-it|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment.NEWLINENEWLINEHowever, she quickly realized that she was lost. The dense forest was confusing, and|5| excited|-12.266914367675781|-120.61676025390625|-108.34984588623047|-9.977442741394043|2.2894716262817383
google/gemma-3-1b-it|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment.NEWLINENEWLINEHowever, she quickly realized that she was lost. The dense forest was confusing, and|6| about|-11.527290344238281|-114.05167388916016|-102.52438354492188|-9.977442741394043|1.5498476028442383
google/gemma-3-1b-it|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment.NEWLINENEWLINEHowever, she quickly realized that she was lost. The dense forest was confusing, and|7| her|-10.228012084960938|-113.42379760742188|-103.19578552246094|-9.977442741394043|0.25056934356689453
google/gemma-3-1b-it|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment.NEWLINENEWLINEHowever, she quickly realized that she was lost. The dense forest was confusing, and|8| hike|-12.077049255371094|-110.33354949951172|-98.25650024414062|-9.977442741394043|2.099606513977051
google/gemma-3-1b-it|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment.NEWLINENEWLINEHowever, she quickly realized that she was lost. The dense forest was confusing, and|9| to|-10.155960083007812|-99.81671142578125|-89.66075134277344|-9.977442741394043|0.17851734161376953
google/gemma-3-1b-it|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment.NEWLINENEWLINEHowever, she quickly realized that she was lost. The dense forest was confusing, and|10| the|-11.342002868652344|-96.42613220214844|-85.0841293334961|-9.977442741394043|1.3645601272583008
google/gemma-3-1b-it|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment.NEWLINENEWLINEHowever, she quickly realized that she was lost. The dense forest was confusing, and|11| mountains|-10.164970397949219|-96.4421615600586|-86.27719116210938|-9.977442741394043|0.18752765655517578
google/gemma-3-1b-it|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment.NEWLINENEWLINEHowever, she quickly realized that she was lost. The dense forest was confusing, and|12|.|-9.983428955078125|-93.3136215209961|-83.33019256591797|-9.977442741394043|0.005986213684082031
google/gemma-3-1b-it|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment.NEWLINENEWLINEHowever, she quickly realized that she was lost. The dense forest was confusing, and|13| She|-10.998435974121094|-92.69084167480469|-81.6924057006836|-9.977442741394043|1.0209932327270508
google/gemma-3-1b-it|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment.NEWLINENEWLINEHowever, she quickly realized that she was lost. The dense forest was confusing, and|14| packed|-9.959632873535156|-91.85301971435547|-81.89338684082031|-9.977442741394043|-0.01780986785888672
google/gemma-3-1b-it|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment.NEWLINENEWLINEHowever, she quickly realized that she was lost. The dense forest was confusing, and|15| her|-10.379447937011719|-89.07551574707031|-78.6960678100586|-9.977442741394043|0.4020051956176758
google/gemma-3-1b-it|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment.NEWLINENEWLINEHowever, she quickly realized that she was lost. The dense forest was confusing, and|16| tent|-11.678947448730469|-84.5465087890625|-72.86756134033203|-9.977442741394043|1.7015047073364258
google/gemma-3-1b-it|Dr. Chang was excited about her hike to the mountains. She packed her tent, hiking boots, a warm jacket, and food for the journey. When she reached the mountain top, the view was breathtaking, and Chang felt a sense of| accomplishment.NEWLINENEWLINEHowever, she quickly realized that she was lost. The dense forest was confusing, and|17|,|-10.022544860839844|-82.79088592529297|-72.76834106445312|-9.977442741394043|0.04510211944580078
