model_name|prompt|response|muid|mu_val|D|D_num|D_denom|A_num|LogA|time
Qwen/Qwen2.5-1.5B-Instruct|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| " Let's give stream of consciousness first:NEWLINETo answer the question "When was the Cassini launched|0|Pass|-4.9356231689453125|-134.82675170898438|-129.89112854003906|-1.4246329069137573|3.5109901428222656|143.4067234992981
Qwen/Qwen2.5-1.5B-Instruct|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| " Let's give stream of consciousness first:NEWLINETo answer the question "When was the Cassini launched|1|age|-4.0720977783203125|-123.29820251464844|-119.22610473632812|-1.4246329069137573|2.6474647521972656|146.4954423904419
Qwen/Qwen2.5-1.5B-Instruct|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| " Let's give stream of consciousness first:NEWLINETo answer the question "When was the Cassini launched|2|:|-1.9986343383789062|-117.9539794921875|-115.9553451538086|-1.4246329069137573|0.5740014314651489|146.74264764785767
Qwen/Qwen2.5-1.5B-Instruct|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| " Let's give stream of consciousness first:NEWLINETo answer the question "When was the Cassini launched|3| "|-1.4324951171875|-113.65017700195312|-112.21768188476562|-1.4246329069137573|0.007862210273742676|146.96290373802185
Qwen/Qwen2.5-1.5B-Instruct|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| " Let's give stream of consciousness first:NEWLINETo answer the question "When was the Cassini launched|4|In|-1.4268875122070312|-111.4327163696289|-110.00582885742188|-1.4246329069137573|0.0022546052932739258|146.51988792419434
Qwen/Qwen2.5-1.5B-Instruct|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| " Let's give stream of consciousness first:NEWLINETo answer the question "When was the Cassini launched|5| |-1.4260711669921875|-106.410888671875|-104.98481750488281|-1.4246329069137573|0.0014382600784301758|146.84589767456055
Qwen/Qwen2.5-1.5B-Instruct|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| " Let's give stream of consciousness first:NEWLINETo answer the question "When was the Cassini launched|6|1|-1.4260330200195312|-103.00777435302734|-101.58174133300781|-1.4246329069137573|0.0014001131057739258|146.66267848014832
Qwen/Qwen2.5-1.5B-Instruct|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| " Let's give stream of consciousness first:NEWLINETo answer the question "When was the Cassini launched|7|9|-1.4261932373046875|-102.6241455078125|-101.19795227050781|-1.4246329069137573|0.0015603303909301758|146.59569597244263
Qwen/Qwen2.5-1.5B-Instruct|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| " Let's give stream of consciousness first:NEWLINETo answer the question "When was the Cassini launched|8|9|-1.4418563842773438|-101.52706146240234|-100.085205078125|-1.4246329069137573|0.017223477363586426|146.56151390075684
Qwen/Qwen2.5-1.5B-Instruct|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| " Let's give stream of consciousness first:NEWLINETo answer the question "When was the Cassini launched|9|7|-1.4359054565429688|-97.9886703491211|-96.55276489257812|-1.4246329069137573|0.011272549629211426|146.88086104393005
Qwen/Qwen2.5-1.5B-Instruct|Passage: "In 1997, NASA's Cassini space probe was launched to explore Saturn. It was active for twenty years, spending it's last 13 years orbiting Saturn." Question: "When was the Cassini launched?| " Let's give stream of consciousness first:NEWLINETo answer the question "When was the Cassini launched|10|,|-1.4259490966796875|-97.87120819091797|-96.44525909423828|-1.4246329069137573|0.0013161897659301758|147.56002187728882
